{'CALIB_RAW_DAC_START_I': 229376, 'CALIB_RAW_FILETYPE': 'CALIB_RAW_FILETYPE_LIMP', 'CALIB_RAW_DAC_A_INDEX': 2, 'CALIB_RAW_SERIAL': '20190606_02', 'CALIB_RAW_VERSION': '1.0'}
CB9AD,CBA2C,CBB8A
C9FD7,CA07A,CA10B
E1BD2,E1AB9,E1BF9
CA207,CA163,C9E06
E1A72,E192D,E1A92
C9F73,C9F70,CA0AD
E1A71,E1932,E1B33
CA082,CA09D,CA19C
E19D7,E1AE8,E1938
CA03B,CA094,C9FCB
E1BFB,E1B6D,E1CA8
CA277,CA20F,CA016
E1B74,E1B4F,E1BDA
CA1B2,C9FB0,CA02D
E19D5,E194E,E19C2
C9FDA,CA28A,C9F17
E17CF,E19FD,E1B0A
C9F93,CA0E4,CA005
E1BB9,E1AC5,E1AFD
CA184,C9F39,CA209
E1C49,E1B84,E1BDC
CA290,CA063,C9E4E
E1AA5,E1AA6,E1BA1
CA17C,CA19C,CA0B8
E1A4D,E1BE7,E199E
CA10F,CA088,CA13D
E1BC1,E1C9E,E1C94
CA0F7,CA246,CA08D
E1B2D,E1A1E,E1A2C
CA0F6,CA048,CA253
E1C8D,E1EF9,E1B42
CA1E7,CA17D,CA36D
E1A70,E1C6C,E1C1F
CA211,CA12F,CA307
E0B3B,E0A78,E0B45
C9FC3,CA06A,CA0EE
E1A12,E1966,E1970
CA0EF,CA02E,CA0C1
E1C1E,E1A70,E19AB
C9E16,C9FDD,CA0BB
E1A73,E18DB,E193C
C9F18,C9F3A,C9EEB
E1A07,E17D0,E1859
CA103,CA1BD,C9FA8
E1A14,E1A42,E1BBA
CA0AA,CA00E,CA1CD
E19E9,E1BD5,E18F3
C9FD8,C9FEF,CA0C2
E1AA4,E1B7C,E19EA
CA090,CA1ED,CA0BB
E1AEF,E1DE5,E1A35
CA1FF,CA1D0,CA1B8
E1908,E1BC2,E1AE8
CA095,CA014,C9FA7
E192D,E1B7D,E1A59
CA041,CA0B3,CA03B
E1ABC,E1AFB,E1B92
CA171,C9EF0,CA184
E1D11,E1BBB,E1C94
CA120,CA17B,CA08D
E1A0D,E1B6F,E1AF6
CA090,CA126,CA1C9
E1B9E,E1A19,E1B04
CA091,CA008,CA10F
E1AF4,E1BFE,E199F
CA279,CA046,CA190
E1B37,E1BAB,E1B59
CA225,CA18F,CA18C
E1AEC,E1BDF,E1A60
C9F7A,CA0AD,CA190
E18AF,E1B0D,E1A42
CA0D5,CA11B,CA2C2
E1B0D,E1A95,E1945
CA2CB,CA056,CA048
E1B1C,E1D70,E1C85
CA2D8,CA316,CA248
E18BD,E1BF5,E1A2E
CA08B,CA187,CA150
E1B0E,E1CF3,E1AFA
CA190,CA01D,CA44C
E1BD6,E1C10,E1C92
CA20E,CA0D3,CA272
E1DE5,E1DDE,E1E93
CA2CA,CA1C0,CA037
E1D1A,E1C14,E1D30
CA45E,CA22D,CA2B3
E1BBB,E1CF0,E1D1A
CA373,CA3AE,CA385
E1D71,E1D0A,E1BFF
CA08E,CA236,CA258
E1C56,E1CD9,E1DB6
CA161,CA362,CA1EE
E1CD6,E1BC6,E1F00
CA431,CA218,CA13E
E1BC9,E1BAC,E1D9E
CA221,CA26D,CA308
E1D7B,E1D6A,E1DA7
CA1F4,CA26F,CA177
E1BFB,E1C88,E1B3A
CA2B8,CA2EF,CA436
E1F1B,E1DE5,E1E38
CA316,CA21C,CA29F
E1BC9,E1C49,E1CAB
CA2B1,CA3A8,CA45F
E1DAA,E1C80,E1D23
CA235,CA324,CA1BA
E1E45,E1FA0,E1C99
CA44F,CA25E,CA2F4
E1C73,E1E9E,E1D22
CA418,CA1CD,CA230
E1C7F,E1D19,E1EC8
CA3F8,CA179,C9FAD
E1BE9,E1B8B,E1CC1
CA331,CA288,CA43F
E1F44,E1DD2,E1CFE
CA366,CA291,CA45E
E1E0D,E1BA6,E1CE3
CA403,CA338,CA420
E1D8A,E1F64,E1D8C
CA46F,CA1DF,CA2E0
E1EAB,E1F55,E1E9C
CA3D9,CA52E,CA479
E1F0D,E2017,E1EA1
CA503,CA36E,CA449
E1E53,E1EBB,E1DA7
CA237,CA247,CA50E
E2025,E1ED9,E2052
CA5E4,CA44D,CA31A
E1D8C,E1EEF,E1E50
CA518,CA2CA,CA25A
E1D77,E1E72,E1D1C
CA321,CA491,CA529
E1E98,E1F07,E1D8F
CA486,CA4E3,CA38B
E1ECF,E1E96,E1CC0
CA4E1,CA3B4,CA441
E1D0E,E1E47,E1DCB
CA5EF,CA39F,CA409
E1FD2,E1E13,E1F29
CA561,CA52F,CA347
E1E32,E1E73,E1E50
CA5EC,CA404,CA314
E1F9E,E1F13,E1D69
CA508,CA5B4,CA6AF
E1DFB,E1F4B,E1DFA
CA45C,CA4B2,CA496
E1F84,E1E64,E200C
CA475,CA3AC,CA6A9
E1D5D,E1CB8,E1C46
CA2EF,CA539,CA40E
E1EB3,E1E08,E1D72
CA405,CA2E7,CA477
E1F6F,E1F76,E1EE9
CA3D6,CA3F6,CA732
E1F86,E1F06,E1E27
CA36E,CA4F3,CA20D
E1EDF,E1FB7,E1D8F
CA4C8,CA531,CA4EE
E1E8B,E1E75,E1F06
CA666,CA51F,CA50B
E1F04,E1FC7,E1EC9
CA51F,CA41A,CA422
E140B,E1232,E139B
CAB54,CAB41,CA9D3
E226B,E25F7,E251D
CA9D3,CAB51,CAB9A
E2466,E2649,E23E3
CAB4A,CAB23,CAB28
E266F,E2520,E2638
CAA2B,CAB36,CAB34
E2517,E251D,E2888
CAECB,CAC93,CABD2
E2697,E25C8,E268D
CAC40,CA973,CAA3E
E26A9,E27CE,E26EB
CAAF8,CAC54,CACEB
E267D,E25F3,E252F
CAB9F,CAAFC,CAB1A
E274A,E2792,E28A3
CAD3C,CAB0F,CA8BC
E2509,E2724,E267B
CAC92,CABF2,CADB7
E27EA,E2757,E25EE
CAB48,CAE25,CAB8B
E24A9,E269F,E263D
CABFE,CAC2D,CAF8F
E29EC,E2774,E26D6
CAED7,CAE64,CAD56
E2677,E260E,E2801
CABB1,CACF5,CAC8C
E26D4,E282B,E2792
CAC3E,CACDC,CAD70
E26FE,E2809,E275D
CAE96,CAE07,CACC9
E286F,E2654,E2798
CAD89,CAC5B,CACBF
E27D8,E25A2,E268D
CAC1B,CACB5,CACEA
E263B,E27FF,E26C7
CAEB0,CAE35,CAD4D
E26E5,E28A8,E2844
CAF89,CAEB3,CADA0
E2760,E28C2,E269D
CAE06,CAE11,CAD4D
E27AA,E28C2,E2721
CAC96,CAD52,CACBE
E2754,E2748,E27ED
CAEA0,CACED,CAFA2
E2670,E293D,E2712
CAEC7,CAE1C,CAF35
E284E,E2876,E2A91
CAD92,CAC9D,CADCA
E2859,E2801,E26E3
CAF2A,CAD8C,CAE6E
E299B,E29D7,E2974
CADBA,CAD54,CAC9A
E2894,E2859,E291C
CAF0E,CAD80,CADE6
E29F6,E29CC,E2935
CAFAF,CADE6,CB0CC
E2694,E26C4,E2636
CAE22,CAE66,CAD90
E2813,E2821,E2948
CAF63,CAD33,CADF2
E27A6,E26C6,E28FA
CAE21,CAD6C,CACEF
E2763,E29CE,E2932
CB078,CAED0,CAD28
E2886,E29ED,E2808
CAD3F,CAD2B,CADD9
E2A87,E29A9,E2783
CAFCF,CAE69,CAE57
E293A,E281D,E28D5
CAE77,CAE67,CAF1F
E2852,E2913,E27BD
CAFA8,CAE13,CAE5C
E2752,E28B7,E2A82
CAEDB,CAD9E,CADE2
E26DD,E2991,E2A66
CAF51,CAF9D,CAE1F
E28A2,E2866,E292B
CACE2,CAFBC,CAE6D
E2993,E2731,E28C5
CAE95,CAE34,CAEFD
E2A8C,E297A,E2816
CAE54,CAD5B,CACD6
E2704,E25A3,E295D
CAD5C,CAD18,CAD17
E28D1,E286E,E294B
CAF67,CB00E,CAE7D
E297B,E2A0C,E2914
CAD48,CAF09,CADC2
E28FA,E2874,E288E
CAE31,CAD95,CB045
E2A67,E2727,E2931
CB10C,CB088,CB06C
E287C,E29D5,E29C7
CAEB8,CAF01,CAEE0
E2894,E2984,E292D
CAEAB,CAEB8,CB13D
E26BD,E27AD,E2862
CAFBE,CACA5,CAEE6
E2951,E28BC,E2921
CAF76,CADF2,CADBA
E28F7,E2929,E28F3
CAD9B,CAF09,CAE88
E2954,E2A2A,E2B4E
CAE73,CAFCF,CAF1A
E296F,E285F,E29DA
CAEAF,CAF6E,CADDF
E298E,E2990,E276D
CAE60,CAFF6,CAE21
E2B24,E273B,E2752
CB01B,CAD34,CAE72
E2AE7,E2B1E,E2B77
CAF59,CAF47,CAF26
E283B,E2915,E28EB
CAF6B,CAE4A,CAFFF
E28AB,E2A10,E2916
CAE2A,CAE83,CAF99
E29C1,E28D4,E29BB
CB009,CAFAD,CB0A1
E2A5D,E2AB3,E28D9
CAFD0,CAF6E,CAF5A
E27C2,E29CA,E2986
CAF06,CAFA8,CAF05
E29EA,E2AB7,E2A0F
CAF77,CAF7C,CB065
E29E5,E29C1,E2B54
CB0A7,CAF3B,CAED0
E6B13,E6A54,E6CDB
C8541,C83AA,C8299
DFE8A,DFDE5,DFDFF
C8484,C8518,C8518
DFDFC,DFDAB,DFD00
C8310,C84B5,C8429
DFDC7,DFF2E,DFB58
C83E1,C8308,C859F
DFDE5,DFD50,DFE34
C830C,C8284,C8398
DFF48,DFE4C,DFE67
C8503,C8468,C84D8
DFE41,DFE7A,E004F
C85E2,C84F9,C839B
DFDA1,DFF18,DFD9D
C846D,C846F,C83EE
DFEF7,E014A,DFFB7
C8372,C854D,C84E4
DFE06,DFD6B,DFF1F
C8551,C841B,C851F
DFDFB,DFFEC,DFF58
C86A0,C8653,C852A
DFE7B,DFF0E,E0097
C8762,C85A2,C84C7
E0073,E004B,DFE0C
C8620,C85FC,C85F8
DFFDC,DFFA3,E001E
C8624,C850A,C8678
E001C,DFFBC,E006D
C8749,C865B,C862B
DFF07,DFE8F,E00FB
C8628,C857E,C82C0
DFEF1,DFF0C,E0129
C8594,C84B1,C84BF
DFF32,DFE30,DFF98
C88A5,C843F,C858A
E00A0,DFF58,E0025
C8691,C85EE,C852B
DFFA7,E000F,E0102
C8773,C863D,C877A
E0042,E019F,DFFBD
C8648,C84E2,C8543
E00A3,DFFB6,E0166
C8531,C858F,C861E
DFFA4,E006D,E010D
C85E5,C8800,C8690
DFF3B,DFFDC,E0059
C8576,C8770,C8462
E001F,E00B1,E0072
C859E,C8638,C8574
E0192,E0205,E0182
C86F1,C87C7,C83C0
E0051,E0058,E00BA
C887F,C859A,C87DF
E0210,E0228,E0125
C8889,C874B,C87FC
E01ED,E0137,E0239
C8744,C871A,C85F7
E0027,E0027,DFFCD
C8681,C8799,C84C6
DFEB6,E0137,E035A
C8845,C87B3,C86BE
E019E,E02AC,DFFF5
C8956,C888A,C86C5
E02B1,E0377,E0296
C86CC,C88A9,C85E7
E008E,E019C,E013E
C881D,C8762,C87D7
E0189,E0432,E0093
C8869,C888D,C86A9
E0088,E010A,E041E
C8535,C859F,C8525
E007A,E000E,E014C
C87C7,C8670,C8720
E021D,E00DF,E0193
C87B8,C8776,C87D7
E012D,E0188,E040C
C85B6,C8510,C8675
E0239,E0099,E00E8
C86A6,C8461,C8600
E0102,E0151,E025B
C86D9,C8642,C89B2
E0297,E0294,E0282
C8867,C88D1,C87AA
E0259,E02CD,E02E0
C88CA,C869B,C8791
E0120,E0332,E0157
C8993,C88B3,C8776
E0221,E02CC,E02B7
C87DB,C8781,C881B
E00B8,E02DE,E03D6
C8A50,C89AF,C884E
E03CB,E02C3,E0312
C886D,C87AB,C88FB
E02CE,E0061,E0126
C869F,C877E,C8694
E02DF,E00EA,E01F5
C87F5,C87DB,C88CD
E01A1,E034C,E02E9
C8832,C875B,C879B
E0115,E032F,E0242
C88AF,C886B,C860F
E0198,E035B,E0263
C890E,C88C6,C88CE
E0376,E0224,E026E
C8741,C8930,C8813
E0199,E0272,E02ED
C898A,C899F,C88EB
E02CE,E034C,E00E7
C88C0,C87B1,C873E
E02EF,E0122,E0269
C88CF,C8908,C85D0
E0217,E0390,E0396
C879A,C869F,C8B26
E0115,E010A,E00C4
C8980,C876D,C8963
E0177,E01F8,E03B3
C8858,C8901,C873A
E03BF,E03D5,E0347
C8AC2,C8929,C8A03
E02CE,E0386,E046F
C8B8F,C8B16,C8A5A
E0483,E05F8,E02A3
C884F,C89FE,C884A
E0475,E041C,E029D
C88E1,C87B8,C87F6
E0218,E02E1,E035A
C898D,C88AB,C8B72
DF879,DF96D,DF9C2
C8E1D,C8ED0,C8E62
E090B,E08AE,E08F4
C8E51,C8D1E,C8E51
E09DD,E0A1A,E0899
C8DB9,C900F,C8F1E
E0ABD,E0963,E08D5
C8F4C,C9085,C8F46
E0838,E0B68,E0ADF
C8E3F,C8DE5,C8FD9
E0891,E0AAD,E0A20
C8DC9,C8F61,C902E
E07F4,E09C1,E083D
C8F19,C8FD4,C8FF8
E091B,E07FA,E08DA
C908A,C8E37,C8D0E
E0B21,E0B59,E0B92
C8F0E,C8E5B,C8F47
E092D,E0945,E07EC
C8E87,C8F43,C8D1B
E0845,E09F2,E072A
C8E4A,C8D82,C8DF4
E099F,E09FC,E07BC
C8EC6,C8D1F,C8EB4
E0794,E0A67,E0A92
C8F4B,C900A,C8F4A
E09CD,E0B19,E0A5A
C9059,C8F5B,C8F9B
E09F1,E091C,E08A6
C8E8D,C91A1,C8DC9
E0A6F,E0C08,E0BA9
C8FD4,C9032,C90E5
E09E5,E0A73,E0A84
C9059,C8E14,C8CE2
E085A,E095F,E092E
C8FBC,C8DA5,C8EAD
E0A29,E0A56,E0888
C8F3B,C9093,C903D
E0B69,E0B14,E08DA
C908D,C9113,C90A1
E0C5E,E0BD4,E0C51
C8F90,C8F8A,C9067
E09EE,E0A21,E0AA0
C8FF8,C9070,C90AC
E08B9,E0AE9,E0BCE
C908A,C8F1C,C90F0
E09B5,E08EB,E093C
C90A3,C8EC4,C8F78
E0CE5,E0B31,E0BF1
C908D,C90BA,C90A9
E08DA,E0A20,E0B0E
C8F1D,C90E4,C90E0
E0AC3,E08FC,E0B3A
C9035,C8EDE,C902C
E0939,E0A72,E09D0
C91E0,C8E8B,C8FA4
E0ACF,E0AE4,E0BA5
C91C0,C900D,C911B
E0B63,E0BD5,E0BE3
C910B,C90C9,C90A2
E0A60,E0C6B,E0CA2
C90ED,C933B,C9164
E0B8E,E0CCA,E0BE0
C9216,C92C8,C9314
E0C69,E0BDD,E0D05
C901D,C9198,C9018
E0C0E,E0B49,E0887
C90B3,C904E,C91B5
E0A1C,E0C30,E0C44
C9389,C9174,C90E1
E0B41,E0CF6,E0C36
C923D,C929A,C9132
E0AFF,E0BF6,E0BF9
C929F,C9066,C8EAB
E0B03,E0C4D,E0A65
C9104,C8FBF,C916F
E0A44,E0B6E,E0A5E
C900E,C9233,C8D50
E0994,E09D2,E0C31
C91CD,C91D8,C90A0
E0CD6,E0C63,E0BCA
C916E,C903A,C9298
E09DC,E0BF3,E0B0F
C918A,C9067,C91B4
E0B2A,E0B9F,E0BB0
C9024,C9202,C9356
E0C20,E0C48,E0B6A
C911A,C92DC,C9120
E0996,E0C6C,E0B11
C92AF,C90CF,C920E
E0B6C,E0A84,E0BB8
C8FE9,C915A,C8FC5
E0AC0,E0C27,E0C35
C9471,C924A,C925A
E0B81,E0B49,E0B53
C9349,C9152,C9243
E0CCC,E0A48,E0C89
C93E4,C92D0,C91DB
E0DE5,E0C01,E0D3E
C90F6,C9028,C90C4
E0B3A,E09CF,E0CDD
C9164,C91E3,C9211
E0B21,E0C22,E0BD5
C9201,C92D5,C930C
E0D33,E0FC8,E0D81
C9360,C92E8,C92DC
E0A9A,E0C91,E0CB9
C923A,C928E,C9252
E0D32,E0C53,E0EC1
C92F6,C945D,C93BA
E0DC1,E0DA3,E0DD8
C93C4,C933E,C932D
E0C65,E0FF4,E1028
C9457,C92F6,C92B9
E0E15,E0DBE,E0C79
C9373,C92FB,C9272
E0F9A,E0F2F,E0C9E
C92C5,C91D6,C917E
E0CA2,E0CB8,E0D9E
C91BA,C91BF,C9205
E0D97,E0F4A,E0D7A
C9332,C94D3,C948C
E0D00,E0FA0,E0FA6
C93C3,C9350,C9394
E0E57,E0E73,E0DA7
C9501,C9561,C94E4
E0EBB,E0BDD,E0DF0
C94A8,C9343,C9241
DF9B2,DFCD1,DFE4C
C9297,C90BA,C931A
E0C9A,E0C34,E0B4F
C90B7,C9298,C9158
E0C02,E0B7C,E0AF4
C9068,C9231,C92D8
E0923,E0986,E0BE1
C9074,C9365,C91F3
E0A79,E0CC6,E0C93
C9217,C90D7,C9005
E0C33,E09F7,E0A7D
C90F2,C91EB,C8FAF
E097E,E0A19,E0BC8
C9115,C901F,C9177
E0BBB,E0C8A,E0AEE
C93A0,C919C,C9212
E0D0C,E0C41,E0D41
C915D,C9011,C90B6
E0A6E,E0CA1,E0CD7
C9161,C8FF5,C907B
E0A61,E0AD6,E0ABA
C9085,C90FD,C9337
E0A22,E0C2C,E0B5A
C913D,C8DCF,C8FE5
E0A93,E0BA9,E0E17
C919E,C9169,C913A
E0DA9,E0BF0,E0D02
C92D7,C91BD,C92DB
E0E4F,E0BCC,E0E6F
C929D,C91C8,C926F
E0B07,E0B9E,E0C06
C91F6,C93D0,C9127
E0B07,E0CF6,E0C93
C905D,C90AA,C9041
E0C3F,E0C8D,E0CA0
C9087,C9170,C9420
E0DCC,E0CC5,E0BBC
C9098,C8FAE,C9179
E0C24,E0AB9,E0AA3
C928F,C9351,C92F0
E0BC3,E0C31,E0C13
C917A,C9216,C9292
E0C37,E0CFD,E0E61
C90AE,C932C,C931E
E0E36,E0ED1,E0D38
C928B,C9130,C92E4
E0C58,E0F63,E0E8C
C9385,C940C,C925E
E0F03,E0DEF,E0E91
C9275,C922E,C9258
E0C9D,E0D5E,E0ECA
C93CF,C9363,C944B
E0C14,E0E3F,E0DF7
C94A9,C9411,C948F
E0E66,E0CF6,E0D98
C945A,C95E3,C9412
E0C63,E0E16,E0DC9
C9539,C91EF,C9231
E0E40,E11B0,E0F00
C93C4,C9393,C9459
E0E03,E102D,E0F08
C9434,C9486,C9460
E0F55,E0CA5,E0E33
C94CA,C94DB,C959C
E0DE6,E0D42,E0EA1
C9507,C9708,C93F6
E0CE5,E0EE4,E0E43
C943E,C92EC,C9354
E0C96,E0D99,E0EBF
C941F,C9409,C93B7
E0CAD,E0D6D,E0EE3
C92AE,C9434,C92AA
E0E21,E0EAD,E107A
C9514,C92BC,C93B0
E0D77,E109C,E0EB1
C9270,C93E6,C918E
E0E84,E0FC8,E0F15
C958D,C9372,C93B2
E0E2D,E0E56,E0DB2
C943D,C92C5,C9338
E0F56,E0D1C,E0EA2
C93DA,C9327,C930B
E0F3B,E0DD0,E0E4F
C9471,C926D,C9173
E0DFF,E0DBF,E0D7B
C9297,C940D,C92E3
E0F5B,E0E1F,E0D5D
C93F4,C9198,C92D1
E0D1A,E0ED0,E0CB6
C9378,C938D,C94D6
E0DB5,E0E98,E0EDF
C92D6,C9573,C9512
E0E79,E0E02,E0F06
C930B,C9452,C9527
E0E4F,E0DE6,E103A
C9421,C9585,C9265
E0E03,E0E6E,E0E92
C944C,C9264,C9432
E0DD6,E0F25,E0D88
C9459,C960A,C92B4
E102F,E0F01,E10AA
C942F,C9361,C938A
E0E71,E0C1F,E0F09
C9410,C92E7,C93C9
E0F58,E0E9A,E0FBA
C9577,C95AA,C9526
E0FDF,E0E81,E109A
C96AE,C964B,C94C1
E0F06,E1071,E0F62
C9535,C96EB,C9579
E0EFA,E1090,E0FD3
C9607,C959E,C9696
E0DFC,E113F,E114D
C954F,C95B1,C9656
E109E,E0DFE,E1002
C9460,C95EE,C9319
E0FF3,E0EB8,E0F48
C955E,C942D,C953D
E0ECD,E0E9E,E0F7A
C9528,C95F2,C95FD
E1054,E0F95,E0E58
C94C2,C95AA,C968F
E104C,E0DA5,E0ED6
C94E7,C95B1,C958C
E1170,E10F4,E1111
C95B9,C94B2,C95D7
E0E6F,E10D2,E1019
C9516,C9560,C94E1
E039F,E052B,E055F
C9B4D,C9BB5,C9B96
E14B6,E148C,E1702
C9DB8,C9B31,C9A91
E174F,E15BC,E167F
C9B6C,C9AD4,C9ACB
E150B,E155E,E144D
C9A29,C9BCA,C9ACD
E1675,E163F,E146D
C9A8F,C9AD9,C9C43
E161C,E15E8,E1724
C9C16,C9C18,C9B7E
E161E,E14E1,E1716
C9B2D,C9C48,C9BCD
E1723,E1444,E15F2
C9B81,C9AFC,C9C80
E1609,E1795,E168A
C9B65,C9D73,C9C42
E1577,E159F,E16BE
C9E63,C9CC9,C9B34
E14C3,E1629,E16A0
C9D8C,C9B3F,C9C6A
E1595,E15F7,E1662
C9BF8,C98CD,C9E13
E175F,E17E2,E16FE
C9CD5,C9E38,C9E55
E1616,E17C4,E150F
C9CE9,C9D15,C9D43
E1781,E1643,E1672
C9DA9,C9D7B,C9A59
E169C,E179B,E178E
C9B61,C9D05,C9FAC
E15BB,E1861,E1797
C9E63,C9D29,C9DA1
E1573,E158F,E176C
C9CD2,C9CF3,C9DF3
E16AB,E1612,E179F
C9EE1,C9DA5,C9D18
E16EE,E17EF,E17B0
C9B44,C9C89,C9C7C
E17A0,E1692,E18DD
C9E8C,C9ED6,C9E24
E1973,E1979,E18D2
C9DA2,C9DF3,C9D3C
E17FB,E16C8,E17E0
C9D26,C9D4C,C9CEF
E16E7,E16EF,E16B4
CA046,C9C70,C9CD7
E1862,E163C,E195F
C9CF8,C9C9B,C9D26
E1759,E16E6,E182C
C9C82,C9C57,C9CE4
E1804,E176D,E16BF
C9E2F,C9C2D,C9BB0
E17EF,E1A41,E17CF
C9EDB,C9CC9,C9DB5
E1901,E19C5,E18E6
C9E76,C9C97,C9ECC
E17E1,E1723,E18AC
C9E9D,C9D31,C9D8E
E1874,E17D3,E1856
C9FE3,C9F42,C9DA1
E17FA,E17C9,E17CD
C9C03,C9DEA,C9D76
E171F,E1868,E1866
C9D71,C9DA6,C9D20
E18B9,E1570,E178D
C9C0D,C9D8A,C9E26
E188D,E192F,E199D
C9C6C,C9F33,C9C92
E176E,E168E,E17A0
C9D58,C9EA0,C9BFD
E194E,E16D8,E17F8
C9DD4,C9D6D,C9EF6
E1972,E1730,E19B5
C9EA7,C9EC8,C9EE5
E180F,E18C5,E18F9
C9E10,C9D20,C9E2A
E16B1,E17B1,E16F0
C9D13,C9F5C,C9CED
E1863,E17E7,E1857
C9F11,C9E59,C9D5B
E175D,E17D8,E1840
C9DA9,C9E37,C9D3D
E1986,E1986,E1779
C9E6C,C9D16,C9EE9
E1876,E1815,E16E9
C9E47,C9DE9,C9D3E
E1788,E16D3,E173C
C9D48,C9C63,C9CEE
E17EB,E17F4,E17A4
C9D2E,C9F0D,C9D69
E1672,E181B,E196D
C9F7E,C9EE4,C9DFA
E1865,E1A01,E18BB
C9CA9,C9E47,C9F36
E18B6,E17E5,E18A1
C9DC8,C9EA1,C9E15
E19F4,E186C,E1865
C9DBB,CA013,C9E77
E1998,E18EF,E1A8E
C9E46,C9DAE,C9CC4
E1811,E1900,E1993
C9E48,C9DE3,C9E9E
E1B1C,E1906,E1B46
C9F5D,C9DE8,C9EFE
E191E,E1774,E1764
C9EEA,C9FA5,C9FAD
E1731,E1753,E187B
C9E11,C9EF4,C9DF2
E16A3,E18E1,E193B
C9E50,C9FDC,C9E54
E1AA2,E1BB2,E1AC1
C9D7D,C9D8D,CA024
E18AD,E1800,E18E3
C9D09,C9F71,C9D89
E189E,E18B5,E1911
C9DF3,C9F69,C9E48
E1A3D,E18FF,E17AC
C9F06,C9DCC,CA004
E1BB4,E19B7,E17D7
C9CCB,C9F30,C9FE0
E1940,E1901,E1796
CA084,C9E95,C9E30
E1812,E1862,E186B
C9D47,CA00A,C9EDE
E18CE,E18B2,E18F3
C9EE9,C9E16,C9EA4
E19C4,E1CC9,E1DF8
C970A,C989E,C98B0
E13A7,E1277,E112B
C98EB,C991B,C9808
E0FF4,E1181,E138E
C96FB,C9829,C9725
E0FDF,E124D,E141E
C965E,C9832,C9688
E1385,E12F6,E1139
C98C5,C9798,C978D
E11A1,E1264,E1245
C973C,C970B,C9732
E115A,E1298,E136D
C99A9,C9A79,C9883
E12B0,E1349,E121F
C99F0,C9867,C9780
E1515,E139F,E124E
C95F6,C980E,C97DF
E1477,E1283,E1345
C97E3,C97C5,C98C2
E139F,E1297,E13BA
C986D,C97F0,C987C
E1317,E13F9,E14A8
C9975,C98BC,C997F
E134F,E1439,E1383
C99DB,C9AB3,C995B
E14EC,E145F,E1366
C9968,C99C6,C994B
E13D5,E1458,E155E
C9906,C9A4C,C9AA9
E1379,E144D,E15C0
C9A7F,C9963,C9AAD
E1381,E14B1,E1360
C98EE,C9AA4,C9A1F
E138C,E1291,E13E7
C985E,C9B70,C9B04
E12EA,E13CF,E148E
C99F5,C98FF,C98A1
E13CE,E14AF,E13D1
C9A67,C98A9,C9829
E1280,E132C,E11E1
C9B50,C9BD5,C9A11
E135A,E14D4,E1383
C9C18,C9B3B,C9BB6
E15AF,E14F5,E15B3
C9BC4,C9A61,C9C36
E147F,E1566,E145C
C9AA3,C9B5A,C9A0F
E154D,E1606,E1676
C9AAA,C9B96,C9B7E
E15B9,E1583,E1366
C9AB6,C9B95,C9A97
E156B,E150B,E1429
C9AA1,C9ABC,C9C19
E1335,E162E,E15C0
C996A,C9A1A,C9A53
E13A9,E1561,E14D4
C9AF7,C9B26,C9B74
E14DE,E130F,E12CC
C9B3C,C99F0,C9A15
E1541,E150C,E153C
C9BAD,C9AB4,C98A0
E161D,E1427,E167B
C9AED,C9B29,C9C28
E1654,E14CD,E13DF
C9AB1,C9AAA,C9AA8
E1518,E1678,E14FF
C9C6F,C9C12,C9BC3
E1704,E151F,E1645
C9B6C,C9C2B,C9B76
E15AF,E14D7,E15FA
C9B78,C9A4C,C9CE3
E16CE,E163C,E179D
C9CC2,C9AE0,C9CA7
E1480,E1737,E1781
C9B5A,C9CC4,C9DED
E1758,E16A5,E1598
C9CE7,C9DA2,C9C1C
E14E8,E15A7,E16FB
C9C37,C9C6C,C9B66
E1939,E1888,E17FE
C9C63,C9BC2,C9C7A
E15AA,E1555,E147B
C9AB0,C9B95,C9B17
E16A9,E14F7,E1823
C9E1E,C9C99,C9C0E
E15B7,E165C,E153C
C9E1D,C9C1C,C9CB4
E13F6,E15BA,E1709
C9C86,C9ED7,C9BFA
E1648,E1611,E16BD
C9D20,C9AF7,C9CC1
E18DB,E156C,E17E0
C9C92,C9B38,C9CC5
E15B4,E17D8,E17FA
C9D26,C9CAB,C9B79
E1646,E17A0,E159F
C9C62,C9D19,C9BC6
E16DE,E1728,E155B
C9D2D,C9BA0,C9D5A
E1725,E1957,E1689
C9C73,C9C98,C9C3A
E177C,E15CE,E1701
C9E34,C9AED,C9C45
E1850,E18B0,E19B9
C9D6F,C9D5C,C9E8C
E1738,E1523,E1672
C9D8B,C9E44,C9D8B
E17C8,E197A,E17CE
C9CC8,C9E03,C9C10
E1892,E16AB,E172D
C9FCE,C9F1C,C9F14
E1AFC,E1AEA,E1A05
C9E9A,C9E54,C9E1E
E18F4,E196C,E1A50
C9F07,C9E9B,C9F09
E17C1,E1748,E18CF
C9F7B,C9DD1,C9E0B
E165E,E1823,E1880
C9BBA,C9D0D,C9D8C
E1865,E1A50,E1A1C
C9EE9,C9E24,C9FA4
E187A,E181A,E18D6
C9D50,C9F9D,C9E77
E1779,E1926,E1941
C9F16,C9DE5,CA19A
E1ACE,E17D1,E1952
C9E78,C9E52,C9F07
E0FAF,E0DB9,E0D8F
CA490,CA40A,CA55E
E1F6C,E2266,E1FB5
CA45A,CA4F0,CA6B5
E1D93,E20D5,E2098
CA66D,CA500,CA4E8
