{'CALIB_RAW_DAC_START_I': 655360, 'CALIB_RAW_FILETYPE': 'CALIB_RAW_FILETYPE_LIMP', 'CALIB_RAW_DAC_A_INDEX': 4, 'CALIB_RAW_SERIAL': '20190606_02', 'CALIB_RAW_VERSION': '1.0'}
ACBE8,AC85E,AC9DB
C3B90,C3B74,C3AEC
AC0C8,AC14A,AC132
C3CEB,C3E8E,C3D77
AC2AB,AC1EF,AC26D
C3BA4,C3C96,C3C20
AC0CD,AC0CE,AC210
C3B59,C3A70,C3B51
AC010,AC1C0,ABFD3
C3B22,C3A40,C3BC3
ABFBA,AC169,ABFEA
C39FB,C3A94,C3A85
AC0E4,AC031,ABED2
C3B68,C39D5,C3A36
ABE9C,AC059,AC075
C3920,C3C45,C3ADE
AC034,ABFBE,AC07E
C3BAC,C3973,C3A96
ABFB8,ABFD4,ABEB0
C3714,C362A,C35B0
AC5EE,AC648,AC59B
C3EAD,C3F9E,C3F78
AC643,AC5A7,AC52F
C3F17,C3F8E,C4002
AC520,AC4B1,AC50E
C40C9,C3EC4,C4079
AC5ED,AC594,AC544
C424F,C4216,C4163
AC660,AC66E,AC3EB
C3DC0,C4135,C4241
AC6A9,AC6BB,AC4B2
C3F11,C4021,C3F0A
AC5CE,AC524,AC69F
C3F72,C3F6E,C3FF6
AC6AE,AC8D9,AC5AB
C40CF,C4192,C40F0
AC69A,AC5B7,AC4E0
C3DDB,C3E0B,C3C5D
AC2AD,AC379,AC35E
C3C95,C3F4A,C3F56
AC3C8,AC47C,AC65C
C3E6B,C3EFA,C3F35
AC3DF,AC2DC,AC48B
C3F1A,C3F04,C3E77
AC4AC,AC35B,AC2BF
C3DB7,C3DF6,C3D95
AC43B,AC33C,AC42D
C3F28,C3E4C,C3D20
AC48E,AC49A,AC33C
C3DCF,C3DCE,C3C6B
AC4E9,AC3CD,AC22D
C3C10,C3FF4,C3C5B
AC37B,AC485,AC522
C3F3B,C3F6D,C3F0D
AC68C,AC4C9,AC4B1
C3F52,C3DCA,C3DA1
AC45D,AC4FC,AC55F
C3D5D,C3EEA,C3F79
AC673,AC516,AC527
C3E23,C4067,C3FC9
AC5A8,AC63F,AC4CF
C400C,C3F49,C3FEB
AC6E7,AC52C,AC3E0
C3CF9,C3D65,C3DBF
AC362,AC4AA,AC54B
C3F12,C3F22,C3FD7
AC4AB,AC59F,AC5A9
C40F9,C4096,C3FE0
AC402,AC7F0,AC61A
C3F60,C3FAB,C3D4F
AC618,AC3EF,AC3E3
C3DE7,C3D97,C3F49
AC4E7,AC2D4,AC2B7
C3CC3,C3CDA,C3E06
AC3E8,AC3B5,AC363
C3DE1,C3F93,C400A
AC642,AC4B9,AC2AA
C3D55,C3C50,C3C46
AC29F,AC39B,AC137
C3BB9,C3C2A,C3DD3
AC272,AC186,AC297
C3C46,C3D2E,C3D50
AC0ED,AC178,ABF68
C3BD4,C3C61,C3DD4
ABDDC,ABE7A,ABEDC
C38C3,C3A0F,C39EC
ABE6B,ABF17,AC063
C3838,C3821,C3A28
AC165,ABF4B,AC002
C39D1,C39B2,C381F
AC05F,AC0BD,AC19F
C38AB,C3911,C38E7
AC072,ABF34,ABEFE
C39E9,C3A01,C39DD
AC199,AC130,ABEDA
C3B0F,C39E0,C3B13
ABE47,ABD12,ABDF6
C370C,C3A18,C393B
AC088,ABFA7,ABDAB
C397B,C39BE,C39E6
ABE28,AC049,ABDAC
C38CC,C377C,C37B0
ABD8B,ABDBD,ABDC1
C37C7,C38B1,C3866
ABDF7,ABDE4,ABE6B
C388D,C386C,C38F0
ABEF7,ABF50,ABBA7
C38FC,C3851,C3922
ABFEF,ABF81,ABE46
C371B,C3819,C38F5
ABE4A,ABDE1,ABDD5
C3808,C38CE,C3917
ABE7B,ABE5D,ABCBB
C37C6,C374B,C3755
ABEEB,ABF4D,ABED0
C3AC1,C39BE,C39AD
AC0AA,AC0DD,ABF59
C3D2D,C392C,C39B8
AC0F4,AC0DC,AC117
C3C40,C3B1B,C3B12
AC16C,AC02B,ABE42
C3C5F,C3C01,C3D03
AC08E,AC053,AC0A9
C3A81,C3BB9,C3BA9
AC240,ABFD5,ABEB4
C396D,C3C34,C3AB8
AC0CA,ABEB4,ABFA8
C394E,C38F6,C3A3F
AC04D,ABFB9,AC081
C3B06,C3B58,C397A
ABF6C,ABFCC,AC030
C3AFA,C3BA4,C3AE4
AC11A,ABEFB,ABF6D
C39DA,C3921,C3AD8
ABFB6,AC126,ABF0A
C3A11,C3C17,C3A98
ABF75,ABFF9,ABF38
C38F7,C3779,C3865
ABFB2,ABFB2,ABE68
C3990,C39E5,C3955
ABE55,ABE6E,ABD97
C374B,C3711,C387D
ABD4B,ABAE1,ABE32
C38ED,C3765,C3A67
ABF19,ABDAA,ABD3C
C3628,C37BC,C3731
ABD2D,ABE93,ABD85
C849C,C8497,C8381
AD7D2,ADAD0,AD86A
C5382,C530D,C5431
ADB9D,AD9E2,ADA09
C54B9,C5410,C533F
ADA17,AD943,AD808
C51D5,C5409,C5296
AD9F6,ADA21,AD899
C5290,C5459,C526F
AD89C,AD7E1,AD87A
C5372,C52F0,C51B9
AD8AC,AD726,AD7CD
C53AF,C51F1,C525C
AD941,AD86B,AD799
C5195,C5252,C51F9
AD79B,AD7F2,AD9D5
C52F2,C53D0,C5369
AD90B,AD741,AD90D
C542F,C50E9,C5408
AD970,AD746,AD926
C5292,C5479,C548D
AD6D5,AD99A,AD891
C507E,C4F41,C5272
AD72A,AD7B8,AD7CB
C5304,C521A,C51DD
AD520,AD4DD,AD6C5
C5157,C51C6,C51E7
AD80B,AD7F8,AD871
C5145,C513C,C500C
AD904,AD7F5,AD92A
C5077,C517D,C502B
AD7A4,AD742,AD817
C52E6,C543B,C5269
AD8AB,AD906,AD85C
C538D,C54D0,C5328
AD6D6,AD790,AD907
C538C,C5324,C533E
AD8F3,AD9A1,ADAAB
C5376,C544A,C541D
AD9A1,AD9BB,AD974
C535B,C5512,C52A1
AD8CB,AD801,AD904
C5604,C5373,C543E
ADABA,AD73C,AD82F
C527C,C53DD,C5088
AD862,AD6E9,AD7FA
C5252,C527F,C51E4
AD829,AD89A,AD8AC
C5325,C5401,C5570
AD968,AD985,AD784
C50A2,C553C,C5435
ADA22,ADA8D,AD93A
C5357,C531B,C53C7
ADB16,AD9B5,AD76F
C52A7,C5349,C52D7
AD91E,AD802,AD896
C51C1,C5374,C51F8
AD7FA,AD860,AD796
C5188,C5301,C529E
AD5E2,AD916,AD5D2
C5154,C535E,C513E
AD753,AD701,AD6C9
C4E3E,C50AE,C5046
AD6DF,AD617,AD6B1
C4EE1,C50B8,C4FC6
AD354,AD3FC,AD4C4
C4E60,C4E2A,C4E5F
AD501,AD4C9,AD37E
C4C99,C4FF6,C4EFC
AD42E,AD3C8,AD316
C4CA8,C4CFC,C4CE7
AD20A,AD05F,AD305
C4CD6,C4FB9,C4D5C
AD321,AD368,AD353
C4E89,C4CF0,C4E44
AD430,AD17A,AD2E0
C4C3A,C4F1F,C4C06
AD44D,AD2CD,AD304
C4D93,C4E37,C4D3E
AD4AA,AD558,AD414
C4E16,C4D23,C4E03
AD17F,AD323,AD240
C4C52,C4D08,C4C39
AD1CF,AD16E,AD22E
C4DC5,C4D83,C4C1C
AD37A,AD19E,AD1E6
C4CA3,C4C9E,C4E7B
AD3C4,AD390,AD286
C4BD8,C4D72,C4D71
AD119,AD23B,AD36C
C4C41,C4B23,C4CF8
AD2C2,AD26E,AD171
C4C3B,C4EF2,C4C94
AD2D9,AD1BE,AD3BC
C4D5B,C4CCF,C4F38
AD38A,AD44B,AD241
C4C9A,C4CD3,C4D2F
AD63B,AD45F,AD40C
C4F8D,C4F47,C4FCA
AD56E,AD4B8,AD491
C4BB3,C4E24,C4C1D
AD443,AD1F4,AD26D
C4D9A,C4D4B,C4D7D
AD468,AD361,AD351
C4D93,C4DB9,C4DE4
AD351,AD5B7,AD410
C4D5F,C4BD0,C4D5A
AD440,AD228,AD48D
C4EBB,C4CD4,C4D14
AD51E,AD360,AD21F
C4DD0,C4E81,C4D74
AD261,AD400,AD2C9
C4CF4,C4F02,C4D35
AD253,AD2C0,AD372
C4BFC,C4CDB,C4B9F
AD326,AD3DB,AD176
C4C21,C4E2A,C4BFC
AD21A,AD2AB,AD0F5
C4C32,C4C51,C4D07
AD0EC,AD00A,AD2C5
C4B95,C4C74,C4A59
AD266,ACFEA,AD29C
C4B70,C4C88,C4C3F
AD17A,AD399,AD17F
C4A4A,C4B14,C4BC3
AD098,AD13D,AD2D2
C4B5F,C4970,C4A90
AD0F8,AD191,AD1BE
C46DC,C47A1,C457F
AD68E,AD67B,AD594
C51EE,C5175,C5122
AD67C,AD697,AD682
C504B,C4F7C,C4F9F
AD669,AD49B,AD677
C5012,C5193,C4E94
AD66F,AD35E,AD30F
C4EB3,C4FBC,C4EC4
AD557,AD57A,AD59E
C4ED1,C4EAD,C4F29
AD4FC,AD45A,AD330
C4F5F,C5058,C4EEF
AD6C3,AD5C2,AD420
C4D3B,C4F48,C50DC
AD6DD,AD760,AD518
C4F43,C50C4,C51D4
AD5DA,AD65D,AD5CB
C517C,C4EDA,C4DE5
AD6A6,AD53D,AD48E
C51E3,C4F45,C500B
AD663,AD610,AD5AC
C4FA2,C50AF,C4FE0
AD4AD,AD630,AD4DB
C4E52,C4F2D,C4E86
AD550,AD57B,AD32A
C4E09,C4DFD,C4F84
AD519,AD4A9,AD3D7
C4CCA,C4E39,C4EF1
AD53A,AD577,AD46D
C4D19,C4EB0,C4CF7
AD3FB,AD5AA,AD389
C4F16,C4E20,C4EF7
AD6CA,AD69C,AD4B0
C4F71,C501E,C4E89
AD5D8,AD5B3,AD457
C4EB1,C4FA4,C504B
AD5F1,AD65B,AD874
C5069,C504C,C5211
AD502,AD5AF,AD656
C51F7,C50D9,C5138
AD6A6,AD639,AD4A8
C4EE5,C4D00,C4E90
AD3BF,AD464,AD5F1
C50F3,C5002,C51CC
AD513,AD5F5,AD7F3
C4F89,C508D,C4EF5
AD559,AD562,AD48C
C5196,C507D,C50AE
AD702,AD3D0,AD506
C4F42,C5103,C4F04
AD54E,AD4F1,AD420
C4F9E,C4EFE,C4E73
AD54F,AD4C6,AD559
C4C86,C4E3C,C4ECE
AD40B,AD35A,AD4E1
C4E84,C4F13,C4E06
AD3D8,AD3FB,AD37F
C4D04,C4D7C,C4D56
AD36F,AD3D5,AD336
C4E15,C4C3A,C4EAE
AD510,AD3CE,AD5E0
C4C86,C4D11,C4E2E
AD23E,AD44B,AD497
C4C77,C4CFE,C4D25
AD0AC,ACF78,AD02A
C4B25,C4A83,C4993
AD046,AD0F1,ACEE5
C4AED,C4BED,C4A86
ACD72,ACF48,ACF33
C4A90,C4A18,C4A50
ACFB0,AD03C,ACE71
C49E3,C49CE,C4AB8
ACE47,AD06A,AD008
C4A6D,C4972,C4A83
AD068,ACD3A,ACE2E
C49FE,C4A30,C4A62
AD19B,ACEB1,ACF61
C47D6,C4890,C4747
ACEA0,ACD01,ACF22
C49CF,C4B4A,C4A03
ACF23,ACF09,ACEF0
C492F,C47CD,C49EC
ACF6E,ACF57,ACE7B
C47CC,C49BD,C49F5
AD03E,ACEBF,ACFEA
C49C5,C47D6,C48D6
ACE5A,ACEE0,ACDC1
C47AB,C4948,C49C9
ACF82,ACE03,ACCDC
C4920,C496C,C481F
ACE06,ACE4B,ACF85
C4A1D,C49A9,C49CD
ACEC7,ACB44,ACD2F
C47DF,C4879,C48E5
ACEF2,ACF6B,ACEF5
C48F5,C497A,C487C
AD011,ACFE9,ACF88
C4A74,C4B59,C4AAD
ACFFF,ACE9B,ACF4F
C4B32,C4954,C4C2A
AD151,AD15F,AD29A
C4A19,C4BDB,C4B7C
AD15C,AD061,ACF82
C4AAB,C4A26,C4BBD
AD1BB,AD2DA,AD0B4
C4B0E,C4AFE,C4B5F
AD004,ACFF4,ACFB8
C4B97,C4A3E,C4B6E
AD00B,AD0A5,ACE59
C4ACF,C47C5,C49F8
AD077,ACEC6,ACFE4
C4BDF,C4A3A,C4B98
ACE4C,ACF90,ACF69
C48F4,C4824,C4A93
ACF84,ACEDC,AD15F
C4A98,C4A9B,C4A0A
AD030,ACE8B,ACF03
C495B,C4A61,C49D6
ACED2,ACE5A,ACF5A
C478D,C4963,C4B41
ACE7C,ACD1F,ACEA2
C48CB,C47A0,C4990
ACE8E,ACE6F,ACF35
C4828,C489E,C47FA
ACCB3,ACF2C,ACE75
C478A,C4837,C48AD
ACD33,ACB55,ACD04
C3F5D,C3EBF,C3E86
AD33B,AD287,AD3AE
C4DF6,C4C67,C4C49
AD3DE,AD1D4,AD248
C4D94,C4CC6,C4CC6
AD2EE,AD1F1,AD355
C4BE5,C4E65,C4D1B
AD28A,AD236,AD371
C4CBF,C4D0F,C4D4E
AD35B,AD2D6,AD2E9
C4D1B,C4BE4,C4B66
AD01A,AD1BD,ACF70
C4BA5,C4A63,C4B46
AD171,AD337,ACFD3
C4CE0,C4B4C,C4CA9
AD17A,AD2FF,AD244
C4C97,C4BDE,C4C98
AD0AF,AD117,AD18F
C4BEA,C4C22,C4CF8
AD102,AD29F,AD10D
C4C4D,C4AF5,C4C2C
AD21A,AD21A,AD090
C4D8B,C4B50,C49CE
AD075,AD0D8,ACEEE
C4D25,C48F8,C4BF0
AD178,AD197,ACE7E
C4827,C499A,C483E
ACFE6,ACECE,ACF5A
C4AEB,C4AFD,C48D2
AD1C6,ACF72,ACF4B
C4A1F,C4A3B,C4ADB
ACFDE,ACE7A,ACF0D
C4AF8,C49A8,C4B4E
AD230,AD25B,AD124
C4CAF,C4C55,C4C73
AD2FF,AD331,AD354
C4CED,C4BE8,C4C90
AD312,AD0A9,AD12F
C4B87,C4BB9,C4C5C
AD169,AD12A,AD16B
C4C2A,C4E96,C4D01
AD29B,AD22E,AD33F
C48D2,C4D89,C4C84
AD0C6,AD144,AD1CF
C4BA6,C4B0C,C4CEA
AD154,AD29E,AD004
C4D26,C4C84,C4AF9
AD06F,ACF25,ACFD9
C4BEA,C4C81,C4D00
AD099,AD074,AD007
C4A60,C4BF2,C4B48
AD192,AD1D6,AD181
C4B41,C4BB5,C4A94
AD112,ACF66,AD039
C4B45,C4BDE,C4C2F
ACEDC,ACF64,ACFC8
C4936,C4976,C4B99
ACEF9,ACFF1,AD0AA
C4A52,C4A73,C49F4
ACE90,ACEF4,ACF8B
C499B,C49D0,C4B20
AD25A,ACF3C,AD045
C485A,C4A4A,C4946
AD051,ACF81,AD06D
C49DA,C4AD1,C49E0
ACE86,ACDD6,ACF18
C4818,C464A,C459B
ACD97,ACD98,ACD1B
C4712,C47B1,C46E1
ACCBB,ACC05,ACC90
C456E,C477C,C471C
ACAB5,ACCB0,ACD07
C481A,C4629,C47FF
ACDE5,ACBE1,ACBE3
C4488,C459E,C4732
ACA06,ACAC3,ACCF9
C442F,C453B,C45E2
ACBE8,ACC6A,AC9E7
C455E,C45BB,C4538
ACAED,ACA6D,AC95D
C4512,C46AB,C4561
ACBAD,AC9C9,AC98C
C44E5,C456E,C4501
ACB5D,ACA07,AC92A
C44AB,C464F,C434E
ACA6C,AC9EA,ACAC5
C4620,C4509,C4535
AC8F0,ACB26,ACB2E
C4657,C4509,C45F6
ACBDC,ACAD3,ACC3B
C4539,C43BC,C44FD
ACB68,ACBD4,ACB4B
C44A1,C4545,C45DB
AC9F9,ACAC9,ACB41
C4422,C4482,C42DF
AC985,AC9E1,AC9D3
C44B0,C442B,C4418
ACE8B,ACCEF,ACAE4
C4539,C46E3,C4531
ACC57,ACC70,ACDCB
C47FA,C46AD,C4549
ACB4B,ACA65,ACC6E
C475A,C46DA,C4660
ACD4D,ACBDE,ACC10
C47B9,C464B,C459E
ACB99,ACA51,ACBD5
C45C3,C4769,C44DC
ACACA,ACA71,ACB26
C4642,C454C,C475D
ACC70,ACB66,AC9FA
C4517,C45A5,C444B
ACA3F,ACADF,ACA12
C4593,C462A,C4836
ACC5C,ACB0C,ACC49
C443F,C4660,C4711
ACD15,ACBE2,ACBE4
C4744,C4846,C4771
ACCA6,ACC9A,ACBC1
C4417,C4750,C45D4
ACA2C,ACB78,AC9FE
C454F,C4689,C4474
ACA47,AC96D,ACD19
C4614,C45F7,C44CB
ACB25,ACD32,ACC42
C4707,C467F,C45DC
ACCDB,ACD4B,ACA58
C442B,C4595,C44D1
ACC1A,ACBF1,AC9D3
C429D,C41DC,C42A1
AD12B,AD125,AD20C
C4B8E,C4B03,C4CA2
AD1D7,AD241,ACFBE
C4A5F,C48FC,C4A8D
AD1C7,AD0AE,ACF8E
C4AF5,C4BCD,C4A51
ACF7E,ACF6B,AD07A
C4B29,C4B7D,C4A5B
AD02F,ACEC0,AD0CC
C4A3B,C4ADF,C4ADE
AD016,AD02C,ACF03
C492E,C4824,C475E
AD157,ACE81,AD124
C4A6B,C4A26,C4A88
ACEEA,ACED0,ACE05
C49AA,C4B31,C4A9B
ACF1B,AD25B,ACF76
C4813,C47D8,C4972
ACF1F,ACE17,ACE42
C4729,C480E,C49D4
ACE94,ACC0E,ACE88
C4679,C4715,C47E3
ACE75,ACC93,ACB15
C45CF,C4893,C48C3
ACE4F,ACE63,ACDA9
C482D,C4945,C484A
ACED9,ACEB3,ACCC1
C480F,C4A22,C48B3
ACEF5,ACF65,ACE05
C46E2,C4791,C460E
ACDE0,ACEE4,ACCC4
C4A5A,C4AC4,C4AD2
ACF65,AD0A0,AD10C
C4A1B,C4A9A,C4B92
AD05C,ACF7F,ACECE
C4949,C49F7,C4AA0
AD125,ACDAB,ACD6C
C4819,C476D,C49E1
ACED2,ACF72,AD09D
C472C,C49B1,C48C4
ACDE9,ACF29,ACCEC
C46A2,C476C,C46AE
ACD0D,ACF9A,ACC3C
C497B,C488C,C49C2
ACEC1,ACE9D,ACDA6
C489C,C4896,C4643
ACFC7,ACE63,ACFDD
C4980,C48F4,C4795
ACE26,ACC4E,ACC21
C4489,C4845,C48E9
ACEB9,ACD0D,ACE74
C461F,C4729,C46C6
ACC02,ACB86,ACE87
C4759,C45D5,C462E
ACB05,ACB21,ACC93
C46CE,C47BD,C461F
ACC80,ACC56,ACC50
C45FE,C4671,C46CE
ACDD3,ACE3D,ACE69
C4784,C4807,C4794
ACCE8,ACD4B,ACC5E
C468D,C4623,C469E
ACB32,AC9FC,ACBEC
C460C,C461A,C45AB
ACB23,ACBC9,AC9F7
C43E4,C43D6,C4410
ACB0C,ACA05,ACB9A
C4517,C45EE,C4578
ACAD3,ACAD9,ACA76
C432B,C46AB,C43C4
ACC31,ACC57,AC8F2
C454D,C42F9,C45A6
ACA2F,ACAA3,ACBC0
C4543,C44AA,C42DE
ACA92,ACA9F,AC94A
C457B,C4386,C4696
ACB58,AC92A,ACB3A
C437A,C42C1,C41F9
AC9F1,ACA13,AC9B6
C4448,C43C6,C45E9
ACA5D,ACA0F,ACDD2
C46FA,C442E,C459A
AC93E,AC9BF,ACAF4
C4284,C448B,C4593
ACB97,AC9E9,AC9B9
C42CD,C44F5,C42F8
AC94D,ACA43,AC98C
C4369,C459E,C44C1
AC917,AC968,AC8C9
C471D,C4324,C4170
AC9A3,AC921,AC7FB
C4306,C42D6,C43F4
AC7FE,AC89B,AC85D
C42F2,C411F,C42A7
AC6EB,AC8FA,AC5D4
C4233,C4266,C4282
ACBFA,ACB35,AC9CA
C426E,C4485,C43DC
ACA02,AC965,AC96F
C43DC,C45F0,C4429
AC97B,AC8F4,AC8E2
C43B8,C450B,C44D8
AC9D4,ACB02,ACA6E
C45AF,C46BF,C44BC
AC9A0,AC940,ACAD2
C441D,C4397,C445C
AC955,AC838,AC9F2
C4372,C43FA,C44F6
AC8BD,ACB84,AC975
C43D3,C43AC,C4399
ACA6A,AC74E,ACACC
C4612,C4582,C43A4
AC928,AC86F,AC8A3
C443F,C4471,C42FE
ACAA1,ACA0D,AC992
C43E9,C43D3,C44B1
AC85A,AC8EE,AC943
C43A7,C4573,C4374
AC9C0,AC987,AC96A
C43CC,C424F,C43CF
AC950,AC95D,AC924
C4436,C439A,C44E8
AC87C,AC7BE,AC967
C43B4,C433B,C459A
AC845,AC7F1,AC9AB
C432A,C43ED,C4588
AC8CF,ACA96,AC6F4
C569E,C558F,C57F0
ADA06,ADBAB,ADBC2
C55AE,C54D7,C5634
ADC6B,ADC03,ADA54
C55D2,C5493,C5627
ADC15,ADCC8,ADD26
C55FD,C556C,C5687
ADB98,AD909,AD956
C5575,C5612,C57D0
ADA56,ADA67,AD98A
C5348,C52B8,C554E
AD8E8,AD7F8,AD7C4
C5363,C5538,C5479
AD9C5,AD8D1,AD804
C54B3,C549A,C540F
AD8F4,AD8CB,AD85A
C5671,C532E,C54DC
AD9DE,ADC01,ADC48
C54AD,C54FE,C554C
AD906,ADA50,AD9ED
C54FB,C5304,C558D
ADABE,ADB06,ADB8F
C53A2,C56D2,C5398
ADA5A,ADB70,AD9BA
C55A8,C5307,C5407
AD99D,ADA46,ADA7A
C532D,C530F,C5404
AD9C9,AD9A0,AD791
C53B3,C52A4,C54DA
ADA4C,AD94C,ADAAB
C536A,C52CA,C53A7
ADA40,AD90A,AD944
C5392,C5464,C548F
ADB14,ADD50,ADCBC
C53D7,C545B,C56EB
ADB4B,ADC08,ADB84
C5565,C57D4,C582C
ADBE7,ADBAE,ADB3A
C5578,C5586,C5652
ADADF,ADAEB,ADA48
C52E1,C558E,C54DB
ADB80,ADAD1,ADAA7
C5364,C5418,C53BC
ADC5E,AD9DD,AD8E8
C5573,C54EF,C53E2
AD9B9,ADA91,AD964
C5424,C5235,C554B
AD973,AD7FC,ADA4E
C554B,C538F,C56D6
ADB16,AD9C4,ADA5E
C5434,C53A9,C556C
ADB9A,ADA49,ADBF7
C5563,C5500,C53DB
AD9F5,AD9F6,ADB00
C5256,C552B,C540D
AD9DB,ADB4E,AD92C
C549C,C54A4,C541F
ADB47,ADADD,AD929
C5508,C54DE,C5379
ADA6D,AD8B5,AD907
C52F3,C5131,C52DA
AD9D8,AD858,AD83E
C522B,C542D,C52CB
AD72C,AD7BB,AD7C8
C5101,C5159,C5230
AD807,AD675,AD59E
C5027,C504E,C5164
AD6D7,AD4D8,AD629
C4EBA,C4EC5,C5081
AD61C,AD530,AD358
C4FC1,C4F12,C4F56
AD557,AD59A,AD547
C4F39,C4F56,C5007
AD671,AD574,AD7BD
C4FCC,C503E,C4FD9
AD666,AD48F,AD488
C4E53,C4F3F,C4F19
AD557,AD4FE,AD590
C4F8D,C5091,C5061
AD566,AD421,AD497
C5198,C5007,C5183
AD666,AD43B,AD4CD
C4FCB,C4FC1,C4E7D
AD6B1,AD69A,AD621
C4FDD,C51CE,C500C
AD4FF,AD3C4,AD473
C4E24,C4EF7,C4F65
AD5D9,AD467,AD417
C500D,C5023,C4FDC
AD548,AD482,AD47D
C4E6B,C4EFB,C4F1F
AD5B1,AD2F2,AD49A
C4F2C,C4E5C,C4D54
AD44E,AD566,AD2DC
C4E14,C4D32,C4DAB
AD503,AD444,AD4A4
C4F0A,C4E6D,C4EE8
AD4E2,AD52A,AD4BC
C4D64,C5037,C50D9
AD6C7,AD65A,AD786
C502B,C5165,C508F
AD5A0,AD4E2,AD72C
C4F84,C5189,C4FEE
AD54B,AD5D4,AD3C3
C50DC,C50FB,C526A
AD741,AD501,AD52F
C4F83,C505D,C5125
AD698,AD5E0,AD57E
C5004,C4F57,C5094
AD744,AD547,AD3EE
C4FC4,C4FA1,C4EDF
AD425,AD47F,AD5F3
C4FAE,C52BD,C5106
AD714,AD62C,AD5B7
C4EB5,C4FBE,C4F70
AD2CC,AD170,AD39A
C4E14,C5084,C4D85
AD46A,AD492,AD443
C4F41,C4E8B,C4D55
AD40F,AD4B7,AD44B
C4F6F,C4FBF,C4FDD
AD4C6,AD495,AD484
C4D06,C4DCA,C4F71
AD44F,AD3FD,AD386
C4CEA,C4DD3,C4DC5
AD2D5,AD2EB,AD417
C4F67,C4C5A,C4CF6
AD309,AD1D1,AD3D7
C4A79,C4B5F,C4B49
AD7F6,ADA9D,AD888
C5235,C52FA,C53EB
ADA8E,AD90F,AD9FC
C55FF,C52FF,C545C
AD7EA,AD97E,ADA06
C511D,C52C2,C528D
AD8B2,AD771,ADA52
C514C,C53BA,C54ED
AD875,AD8F8,ADA02
C53E9,C53B6,C54A4
ADA41,ADA8D,AD820
C538B,C546B,C547B
AD908,AD98F,AD980
C5164,C5417,C5353
ADA58,AD839,AD6C9
C5303,C539D,C5543
AD81E,AD81B,AD941
C541F,C524B,C544D
AD663,AD5BB,AD7C5
C54DE,C5341,C534A
AD8FE,AD7AF,AD8B0
C51F6,C5304,C52DA
AD739,AD7DB,AD87A
C52FC,C5281,C53EE
AD790,AD7E0,AD7B6
C523A,C50BF,C51CC
AD743,AD944,AD6A3
C519D,C52EF,C53EE
AD819,AD89B,AD893
C51B8,C51F9,C5077
AD727,AD8D3,AD863
C50F8,C5354,C4FBC
AD789,AD799,AD8FC
C527A,C5394,C5490
ADAED,ADA61,ADA30
C53A1,C54F2,C52FC
AD8E3,AD8C3,AD85C
C5489,C5233,C51CD
AD762,AD8C7,AD7D4
C52D9,C5249,C53C9
AD5FF,AD744,ADA4D
C52EA,C51A9,C53D5
AD6D2,AD72D,AD7B9
C50E9,C5140,C50AF
AD86B,AD7EA,AD6F3
C51A9,C525E,C4FFE
AD744,AD77A,AD9AB
C51E9,C52FB,C507A
AD707,AD7C1,ADA38
C516A,C515C,C51BC
AD82E,AD7C1,AD5A4
C51C2,C52E7,C50DA
AD66F,AD7F6,AD6EB
C520A,C509D,C5028
AD75C,AD7E6,AD791
C51D6,C51FA,C510B
AD845,AD655,AD690
C5187,C509F,C509C
AD6F4,AD5BB,AD703
C4ED0,C5024,C51AE
AD6EB,AD804,AD6FD
C52F5,C53D2,C51DF
AD783,AD83F,AD760
C5138,C503C,C5031
AD336,AD5BE,AD4C7
C4E02,C4F94,C4FB8
AD3EE,AD663,AD312
C4EBC,C4D6F,C4D24
AD36E,AD383,AD570
C4DE3,C4D1B,C4D51
AD2BC,AD554,AD372
C4DDF,C502E,C4FCD
AD356,AD36D,AD4E7
C4C59,C4FCE,C4D78
AD4D9,AD370,AD2C1
C4DB7,C4ED2,C5041
AD41C,AD35A,AD27B
C4D32,C4EB5,C4E6A
AD2EA,AD1A7,AD50A
C4DB5,C4CF8,C4EA5
AD350,AD3AC,AD4B7
C4D4C,C4CC4,C4DA9
AD5F2,AD3B0,AD2E5
C4D49,C4E15,C4C7D
AD105,AD1F7,AD27B
C4DC5,C4CE2,C4D0E
AD3EA,AD2D8,AD32A
C4DC2,C4C02,C4D5E
AD363,AD338,AD500
C4AA5,C4C29,C4DB7
AD22F,AD24D,AD18B
C4C86,C4D55,C4C9C
AD43A,AD151,AD0B2
C4D34,C49DA,C4C20
AD03B,AD060,AD102
C4CFC,C4C2C,C4D9A
AD4D1,AD294,AD3FD
C4EEC,C4E12,C4C8B
AD34C,AD1C5,AD30C
C4EFE,C4D2D,C4E5F
AD30D,AD304,AD153
C4C09,C4D3C,C4D5E
AD308,AD27A,AD409
C4CE5,C4E2A,C4B4E
AD3E3,AD2A5,AD276
C4F35,C4DF9,C4E26
AD35A,AD332,AD349
C4DA6,C4D9D,C4E5C
AD0D0,AD178,AD2E9
C4BC0,C4E25,C4CD1
AD1D6,AD158,AD1CB
C4E14,C4BA3,C4CE0
AD35D,AD44F,AD189
C4E6D,C4E0C,C4DAA
AD3D9,AD2A2,AD4B0
C4E39,C4D6B,C4D4C
AD13C,AD183,AD1C3
C4C67,C4BDA,C4C2D
AD27F,AD3A2,ACFF3
C4C25,C4D1F,C4CF1
AD39B,AD2E2,AD06F
C4C44,C4C24,C4C21
AD1FC,AD225,AD148
C4DC7,C4B69,C4C3B
AD0EB,AD34D,AD155
C4B19,C4B31,C4A12
