{'CALIB_RAW_DAC_START_I': 327680, 'CALIB_RAW_FILETYPE': 'CALIB_RAW_FILETYPE_LIMP', 'CALIB_RAW_DAC_A_INDEX': 8, 'CALIB_RAW_SERIAL': '20190606_02', 'CALIB_RAW_VERSION': '1.0'}
CC8,E33,F15
-16D64,-16BEE,-16C59
C31,CAE,C42
-16D9C,-16EBF,-16EE8
B53,9DB,BBB
-16E51,-16E24,-16DF4
D7D,C84,C02
-16E73,-16F6E,-16F22
C03,C15,DE1
-16DA3,-16D1B,-16E37
C02,B17,C27
-16E59,-16E45,-16CB3
BB0,CC2,B04
-16E7E,-16F88,-16EE7
E9D,D36,D00
-16CDA,-16C2E,-16D61
E93,DED,C9F
-16EC7,-16CA6,-16D7C
DB7,FA7,1009
-16BC6,-16C76,-16CD4
E7B,A79,DA9
-16A7C,-16C56,-16C9F
F70,DF5,D44
-16BF6,-16C5B,-16E39
DBB,BFD,D94
-16D7E,-16981,-16C0F
C64,E88,DA8
-16B08,-16B51,-16B53
C7A,FFC,1014
-16BC8,-16BA6,-16D02
ED0,F75,F07
-16C2E,-16B6A,-16B82
DC6,F64,C6A
-16DB4,-16BB3,-16C8C
BA2,C0E,DB6
-16A2A,-166D5,-16974
F83,EF7,114C
-169CC,-1689E,-16870
10AA,1245,1223
-1688A,-16A00,-168D1
115C,119C,FB5
-16802,-16770,-16841
10B7,1141,10C5
-16997,-16885,-169E3
11F9,11BA,1268
-169C2,-1687B,-1681E
1358,13A7,1302
-16705,-16750,-166FE
11E8,12BE,1223
-16637,-167DD,-166E5
1332,12CA,13E1
-1675B,-169F5,-16964
12B4,118F,135C
-1685C,-16750,-166E1
1185,127B,1202
-1698F,-16743,-168A2
10E3,12D4,1086
-164A5,-166D7,-169EF
1204,11AD,126C
-16905,-16994,-1682B
105B,11B8,1202
-16675,-1684A,-169C1
1104,1357,1352
-1695A,-166D4,-167A7
107F,12F1,1292
-166F7,-167BB,-16810
1083,113A,11FB
-1686D,-16BD0,-16A94
1127,F74,1251
-16A8E,-16A21,-16B79
1205,105C,F87
-169B2,-16AAD,-16952
FB1,F94,1155
-16854,-16AF4,-16A0F
10E4,10C9,1248
-1678E,-169C5,-16874
1018,10B4,10B5
-16A6F,-16AB9,-16A9D
11FC,1231,1073
-1684D,-16818,-1691D
10A0,1128,11E2
-16A31,-166D7,-16920
13D9,114E,12CE
-167A5,-167D5,-169E9
10EB,1350,1193
-169F2,-16938,-169C7
1122,1169,1130
-167CA,-16991,-167E2
112B,1307,1216
-166B8,-169A2,-167EA
1188,112E,128E
-16589,-167F1,-166E7
12C1,11B7,1185
-166B0,-167D5,-167C1
11F3,11F5,1327
-1683B,-166B6,-1689F
12E2,1176,1247
-1668C,-1691A,-1686F
142C,15EC,14B8
-16628,-166CE,-165C5
13D6,14E1,14AE
-16376,-16481,-16707
1604,156F,155A
-16484,-1668B,-16516
1604,165A,143A
-163BB,-164FC,-165F3
1495,159E,13D6
-16661,-165F1,-165B9
1464,136F,1452
-1663A,-16572,-16789
1490,1371,13BB
-164FE,-16382,-16717
12F8,1481,152B
-16436,-16800,-165FA
1555,1440,16D5
-165C8,-1677E,-16595
14F4,14B0,1422
-1671A,-1675D,-168AE
14E3,150B,1564
-16418,-167FF,-1657C
131A,143F,1361
-16617,-16588,-16835
13B4,14DA,1701
-166DB,-165AB,-166D3
13DB,129B,148A
-164DA,-1647C,-16672
137E,156E,1523
-165DE,-164B9,-165BE
134A,1493,1490
-1644E,-1641C,-16497
137B,132E,13C2
-1670B,-167BD,-166D1
128C,1212,14FA
-1651E,-165EF,-168D0
1532,13D8,13A0
-16555,-166CA,-16600
14AF,135A,12AE
-1645E,-16664,-165C9
14EF,14F7,13E1
-163D1,-1652A,-165F6
12AC,1604,148E
-16690,-164DA,-1656A
1487,1536,1426
-1661C,-16555,-16519
1369,14DF,13C0
-166FC,-16621,-165DB
144D,140D,16E2
-16697,-16628,-16838
1262,13FB,13FD
-16740,-16739,-164DE
13A0,14AB,149B
-164FC,-1651F,-165BC
11F0,155D,131B
-16464,-165DA,-1658D
1693,145D,15EB
-16738,-16530,-1667C
12FD,1482,1673
-163CD,-166C0,-16426
1479,1356,14C7
-166ED,-164AC,-1661D
12A7,14FF,15F9
-16614,-164D0,-1654A
B5D,B3A,C33
-160C1,-161AC,-16177
18D7,1803,1948
-162B2,-16205,-16196
18CE,1888,181C
-161C4,-16261,-161C9
175E,181C,16FC
-160C3,-1618D,-16066
19BE,1969,1947
-160B2,-15F2A,-1617F
1922,1966,1847
-16071,-162C3,-16298
17B2,176D,18D4
-16381,-1614C,-1608C
17D7,1813,176C
-1632C,-162F9,-162DE
1830,1861,1773
-161F5,-16316,-163B7
168A,17B7,17B8
-16151,-16361,-16271
190D,1955,16CC
-16335,-1614A,-1617D
164E,1988,1751
-1616C,-16145,-162F5
1791,1803,180C
-1610C,-16176,-161D2
168F,1850,1857
-161AB,-1647E,-16364
19B0,181A,18B2
-161A1,-16085,-162D8
1857,1775,16CE
-162D1,-16195,-162E6
17A8,161E,17A8
-16226,-16409,-16369
1637,1723,15EA
-162DD,-163E2,-1624B
1768,18BE,1650
-160E8,-163AE,-16341
185C,157B,1649
-16379,-163BC,-1639D
18A4,1896,179F
-16286,-163B0,-162FB
1904,186A,1790
-16156,-16228,-164CF
16F9,1844,1A93
-16176,-161DF,-1609B
185C,1924,19DC
-16246,-16098,-160AD
18D9,1926,187D
-16309,-1628C,-1625E
17EF,16FF,1968
-161D9,-16284,-16325
183F,180A,17A4
-160F1,-16157,-162CA
17B5,17C5,16F4
-1616D,-16170,-161B3
19B4,19CE,18A6
-16127,-15FBD,-16227
1926,1A1A,180C
-1627A,-1610C,-16165
1827,19E1,1996
-15C23,-15FAB,-15F69
1C59,1B78,1D19
-15F85,-15F34,-15F26
1DED,1BEB,1D1B
-15CB9,-15DCF,-15E04
1D31,1C8C,1BBC
-15E0B,-15CA9,-15ED7
1D98,1BCE,1C7A
-15F8B,-15E51,-15EC5
1BF9,1C96,1BCB
-15E12,-15EF2,-15EA9
1C02,19E5,1CD4
-15D20,-15BD4,-15E92
1BD2,1D1E,1B36
-15DF6,-15E42,-15D7F
1CE3,1BD9,1C52
-15FDF,-15D50,-15F86
1B4F,1A12,1CFC
-15BA1,-15D87,-15DDF
1CAE,1E86,1DF4
-15E91,-15D54,-15C22
1AE6,1D18,1D50
-15DB5,-15F4A,-15E1B
1D00,1C1C,1B17
-15D18,-15D5B,-15CE2
1D54,1B20,1C36
-15BFF,-15F2A,-15F43
1B90,1952,1C17
-15DF4,-15EFE,-15E82
1A70,1CFD,1C70
-15E41,-15F24,-15F6C
1AEC,1BBE,1B05
-15B33,-15DA6,-15D69
1B31,1B4F,1C7B
-15E8E,-15DCD,-15F04
1A49,1BED,1AF9
-15F53,-15FA6,-15F81
1963,1A8E,19B9
-15F35,-16055,-1609B
19B6,1BC4,1B51
-15D39,-15DE8,-15F11
1BA0,1BDF,1BAF
-15E7C,-15EFB,-15D99
1D74,1B28,1AA8
-15E6E,-15E62,-15F70
1BBD,1BD0,1BF1
-15DD9,-15EFD,-15E73
19B7,1B49,1C1D
-15CCB,-15D7F,-15DEE
1C7D,1B70,1A0B
-15CE3,-15CE1,-15C85
1DB9,1D73,1D03
-15EC4,-15DBC,-15EC3
1AC5,19AD,1A0B
-15E07,-15FC8,-15FCB
1B83,1CFA,19E0
-16003,-15F76,-15F05
1ACB,1C71,1AB4
-15BDD,-15FAA,-15E2C
1BF8,1D3D,1CA1
-15D11,-15F08,-15CB2
1C43,1B50,1B87
-15CEF,-15E51,-15D2A
19A8,1C43,1A26
-15D84,-15E02,-15ECF
1AF4,1B51,1B9D
-15D13,-15E86,-15EBC
9E3,9DA,869
-15EE1,-15FC1,-16091
1A11,1B75,195F
-15EA4,-16180,-1619F
1963,198E,1B2D
-16071,-16058,-15EFA
1C09,1BDB,1AC4
-15DD2,-15E93,-15DA5
1BE1,1C17,19CA
-15F33,-15E88,-15DAE
1B30,1A56,1B55
-15EE4,-160A1,-16048
1BD9,1978,1A54
-15FCC,-16097,-15FBE
1A0E,1B92,1C9B
-15F68,-160F2,-15EFD
1AC1,1954,1AA2
-16039,-15E6C,-15F4D
19D1,1A88,19D5
-160D2,-160F0,-1616C
1A23,1908,1A8D
-1601C,-16027,-160E1
1911,1A6A,1A75
-16198,-1604F,-160E5
1AE8,1889,19E1
-1603C,-15EDC,-16118
1AAE,199C,1B4C
-15EA7,-15E7C,-15E59
19EC,1B44,1930
-1604F,-16019,-15F30
1BA4,1C6A,1B97
-15E56,-15F1B,-15F9B
180C,188A,1B6E
-1605B,-16046,-163FD
17A3,19ED,1A91
-16028,-163BA,-16259
171C,1836,1A51
-160D7,-15F4E,-1619B
1B98,1A2A,18EB
-15FF8,-160AB,-1628F
1A82,19BD,18EF
-15FD9,-160B6,-16110
1851,1932,185E
-1604F,-16139,-160D2
18F3,1A58,1AAB
-15FCA,-15FE2,-16079
1919,192A,17A3
-160B0,-15FA5,-15FF7
1C1A,1A9E,1B4C
-16070,-15FDB,-16209
182C,17B9,1914
-160B5,-1607D,-1601F
1985,1ABB,1AF5
-15FBB,-15F33,-15FD7
198D,1865,1917
-15EF4,-16020,-16009
1B29,1A1A,1B3B
-15C60,-15EFF,-1606A
1996,1AAE,199C
-16180,-16206,-1609D
1B9F,1989,1B55
-15F7F,-160A6,-15E3D
19EA,1B67,190C
-15E8B,-1607B,-1604E
1A6B,1C03,1A8E
-15FDA,-15E90,-15E6D
1AF8,1C30,1DDC
-15F06,-15F03,-15EE9
1BDD,1BDC,1B50
-15EBB,-15DCF,-15DFE
1E0A,1DAC,1DCF
-15C70,-15FBD,-15D9D
1FCC,1C4B,1D41
-15C12,-15BF0,-15DD1
1BFA,1CEB,1BEF
-15C7D,-15EB3,-15E76
1D43,1D2A,1DC3
-15AFF,-15CCF,-15BC0
1ED6,1EE7,1EC4
-15BB5,-15C35,-15A83
1DCB,1D95,1DB6
-15BDF,-15B56,-15A3C
1DFF,1E3B,1E37
-15C6D,-15C11,-15BEE
1D7B,1E47,1DB9
-15CF2,-15EB7,-15DF1
1D20,1D3E,1DE9
-15CEE,-15CB1,-15D5B
1D0A,1C14,1FAB
-15DCC,-15C6E,-15D8F
1D42,1DB5,1D71
-15CF0,-15CBE,-159D9
1D01,1EA5,1E1B
-15A7A,-15A6D,-15C41
1EB9,1D7D,1BF9
-15BD0,-15D8F,-15B1F
1D2D,1DE5,1C84
-15D2E,-15F53,-15E37
1B85,1B2D,1B08
-15CD5,-15ECE,-15C0B
1BB8,1D25,1C2F
-15DAE,-15AFC,-15CE3
1DBB,1C48,1DFC
-15C99,-15BEB,-15C78
1DE4,1CFB,1E00
-15C19,-15B19,-15DD1
1BB6,1E7C,1C30
-15D4D,-15DD3,-15C7A
1D8E,1E0B,1CC0
-15D48,-15D73,-15DD5
1B91,1BB4,1ECB
-15B8A,-15CCC,-15BA0
1CBA,1E64,1E6D
-15BF7,-15CCE,-15C4F
1DF7,1DF6,1E21
-15C37,-15C63,-15DC3
1E3A,1E95,1E6F
-15D66,-15CD3,-15D6F
1E64,1E49,1D6C
-15BE2,-15C2B,-15E5B
1BCA,1EFA,1C73
-15C49,-15ACD,-15CAF
1EA6,1D96,1ECA
-15BE2,-15D69,-15D5C
1C50,1D44,1E0A
-15B24,-15C78,-15E6B
1C0B,1E53,1E86
-15C0D,-15C9F,-15D68
12CA,11EA,1407
-15993,-15963,-1592F
2132,1FCE,1FE7
-159ED,-15921,-1583B
2268,214B,21BA
-15733,-15917,-156F7
210D,21D3,22AC
-15723,-1591E,-156F4
230E,21EB,2176
-157DE,-158A2,-157EA
2268,21CB,22C5
-15692,-1588C,-1591F
21F3,2248,21C9
-15911,-157F1,-15993
2313,213B,216D
-15658,-1580B,-158F5
21DD,21F0,20D0
-159AE,-158D5,-158E1
21D9,2184,2195
-15814,-15988,-159AC
2283,217B,21D8
-158EE,-158E3,-157AC
22C3,216C,23B1
-15871,-15998,-156EA
21A3,2358,2166
-15929,-15833,-15832
20E4,2272,23F2
-15782,-157CB,-156C3
2302,24C1,23C8
-157D3,-15844,-157B9
2313,2416,22B9
-15776,-15758,-15878
1F7F,2191,220F
-159C9,-15644,-15867
20E6,1FF7,2134
-1580D,-158E9,-15991
203D,1FC6,1FF2
-1573D,-15AB6,-15ACF
21A8,206A,1FC8
-15918,-15BB9,-158AB
2002,1E7B,211D
-157D1,-15A99,-15A66
214F,22D9,21BA
-157FE,-159A9,-15779
1F3E,1FF1,1ED0
-15633,-1577C,-156E7
20FD,214D,2298
-158A9,-156FB,-1589E
205A,20E7,2338
-15735,-159CC,-1588D
224E,218E,1F9C
-157A9,-158E8,-15893
208A,214E,2456
-1578C,-15764,-1586A
2116,224B,2171
-158C9,-158E3,-1593C
22F8,2305,2210
-157BE,-156EF,-156D4
22E1,2321,2406
-1578B,-15889,-156EB
235B,22DE,23B2
-15591,-15653,-157B4
22DB,213D,20E9
-157A5,-15630,-15551
246F,24E8,2580
-15593,-154DC,-15432
24DA,24C0,2445
-15458,-15400,-15671
2660,2657,266F
-15502,-15600,-154E5
24A3,24E8,26E1
-1544F,-1552B,-15426
23DE,26F3,2486
-153DF,-1526D,-1541B
258E,25B8,264A
-15355,-15388,-153F6
2654,253F,25BE
-15354,-154BF,-155C4
236B,245C,2489
-1542A,-154C9,-154BD
2547,2658,26E5
-1551A,-156D1,-15659
249F,2546,2523
-15534,-1554C,-1545B
2543,2718,2733
-155F8,-15549,-15605
2394,24AD,2364
-15613,-15411,-154C6
2476,248F,2409
-155B9,-1563A,-154BA
2458,268C,26B7
-1536A,-153F0,-15340
24E3,272C,262B
-154E3,-15558,-1544E
2593,267F,2489
-1543D,-1554B,-15338
23F6,243D,23B4
-1560A,-155DA,-1562F
2455,23E1,2574
-15636,-15653,-156F2
2251,2262,24AF
-157D4,-1546A,-15725
235E,253C,23C8
-156CE,-15751,-1558A
2384,217E,2478
-1571A,-15795,-15717
22B1,237A,2114
-15668,-1582F,-156F9
20F2,2373,22DF
-157A1,-1575A,-155E7
241A,22D4,23D6
-15658,-1567D,-1579A
25D8,24DD,25A3
-15692,-157EE,-158C3
2286,2239,20F3
-156B4,-15881,-15653
24E0,22AE,2358
-15594,-15511,-15613
232D,24FF,21A9
-1576E,-15684,-15784
2378,25B1,22B0
-15365,-1582A,-15581
2360,2346,245B
-15512,-156B9,-15727
24AE,2329,24C9
-1557B,-15699,-1577B
2461,245B,24CD
-1567C,-15636,-15888
32E5,30F5,2FC4
-18596,-18670,-187A4
-BC8,-B7F,-C99
-18555,-1868B,-186B1
-D99,-C4E,-B6D
-18624,-1847D,-185C9
-DA1,-CA7,-C96
-186EE,-1870F,-186AE
-9EB,-A25,-B1B
-1858A,-1869C,-184B1
-BEC,-B1A,-BC2
-184C3,-18623,-186A1
-CC8,-B7D,-B56
-18639,-186A9,-185AF
-AA1,-98C,-AB3
-1848B,-18656,-1857D
-987,-A70,-AB8
-185A0,-18759,-18664
-D93,-C12,-AB2
-1879A,-18870,-1851A
-B64,-B7C,-AD3
-1848B,-185B0,-184CB
-C46,-C18,-A3B
-186E3,-1838D,-1861B
-AED,-ACE,-9C2
-183D2,-18467,-1848B
-A42,-B38,-A04
-184F9,-1864F,-1860C
-CB8,-A21,-B66
-1855A,-18328,-1827E
-A64,-A18,-AB5
-18580,-186C7,-18681
-B4E,-C94,-CEC
-18899,-188F0,-186CC
-D35,-CB7,-C3C
-186C6,-18641,-1867C
-C43,-D04,-AC4
-1830D,-18814,-1867E
-B39,-9FC,-AF3
-184C3,-18510,-186B9
-BA7,-BB6,-A7A
-18609,-1871B,-187DA
-BB9,-C7F,-E48
-1869F,-18741,-186CB
-B26,-BA3,-B0E
-185D5,-18728,-18763
-D7E,-BE5,-CEF
-18733,-188B9,-18698
-9FC,-AB0,-A9E
-18592,-185C4,-18694
-BD1,-BBA,-C3C
-18734,-18618,-18476
-A28,-A4D,-988
-186BF,-18627,-185BF
-ABC,-AAA,-B21
-185BB,-186B8,-18670
-B72,-B32,-A4C
-185F1,-1842B,-18395
-CA3,-9F5,-A53
-18789,-18570,-185D5
-B35,-B82,-9F2
-1861B,-18428,-185F6
-B27,-C1D,-C67
-184DC,-186E2,-18614
-A45,-B4E,-8AD
-18468,-18579,-1846A
-B83,-980,-865
-1837E,-183B0,-1827A
-7CC,-B0A,-8D6
-183C4,-183CE,-18306
-9BD,-90D,-888
-18411,-18403,-1829D
-838,-7F2,-850
-18385,-182B5,-182D4
-85A,-A90,-70F
-181A2,-182BA,-18299
-80F,-7BB,-AFA
-18330,-183EA,-182D9
-665,-664,-8DE
-1835E,-183D3,-1835D
-645,-6BE,-919
-18270,-18300,-18337
-8D6,-9D6,-9F1
-18326,-182D2,-18206
-74D,-6CD,-957
-1836B,-181DB,-1821E
-6A9,-808,-839
-182AB,-183B5,-1810E
-86D,-833,-8DE
-1817D,-1812D,-182D7
-A01,-9C5,-81A
-18273,-182E6,-18451
-822,-912,-71A
-18189,-18230,-18271
-696,-5C3,-624
-17FC9,-18268,-17FEE
-76E,-709,-846
-1830C,-18238,-18360
-7D6,-8B3,-9AE
-18340,-183B6,-18363
-9AC,-958,-6F6
-181CF,-1830E,-18443
-7CE,-8BB,-91D
-182D6,-181C3,-1829F
-875,-95B,-98A
-182B8,-182A8,-181FD
-8E6,-930,-874
-181FB,-1845B,-1831B
-6A9,-87E,-895
-18319,-18432,-181A8
-A30,-7A2,-A11
-1828F,-18305,-183D5
-77C,-632,-7DD
-181F1,-183B2,-182F5
-7C3,-822,-86B
-1827E,-1816B,-18206
-65A,-6D1,-6B9
-18470,-180E6,-18179
-902,-6F9,-8B5
-18161,-182DF,-181F6
-7C7,-777,-690
-1832B,-18328,-181DC
-705,-6C3,-787
-17FDB,-181C9,-182E4
-671,-845,-7E5
-1811A,-1833A,-18176
-7AA,-7AE,-5E6
-18352,-1833C,-1821F
-1039,-1068,-11B7
-17D70,-17E93,-17D83
-1BD,-26D,-2C0
-17F77,-17F21,-17C69
-496,-1E4,-47C
-17F25,-17D26,-17CDA
-478,-469,-44E
-17E56,-18083,-17F36
-1D0,-33E,-1DB
-17FC9,-17D43,-17C5C
-32E,-2E7,-308
-17B8E,-17C22,-17C9D
-12B,-1B4,-67
-17A89,-17D9F,-17BF4
-261,-285,-318
-17D45,-17C46,-17E6B
-261,-3BF,-386
-17CAF,-17C68,-17C2F
-1F2,-419,-C1
-17C47,-17B97,-17BED
-F8,-168,-24
-17E71,-17D9A,-17E29
-4A0,-34E,-3E0
-17D69,-17BBE,-17CC0
-256,-207,-29F
-17C26,-17CE9,-17CCE
-29A,-30A,-3EF
-17B93,-17D57,-17E56
-191,-23A,-22D
-17BBF,-17A87,-17D9C
-324,-94,-296
-17BD3,-17CE7,-17BC2
-335,-287,-2A6
-17DE4,-17DC3,-17EED
-529,-2F9,-166
-17E55,-17C7B,-17BF7
-20E,-23D,97
-17D7B,-17C1B,-17CAD
-2C4,-392,-341
-17D92,-17D2D,-17B46
-41D,-28E,-192
-17C4E,-17D25,-17C9B
-2F5,-2DE,-365
-17E11,-17DDB,-17DB8
-399,-2FE,-102
-17BB6,-17CBC,-17D75
-3E7,-1A4,-20E
-17BCB,-17E90,-17C81
-283,-29E,-298
-17CAF,-17C44,-17B00
-291,-2C7,-295
-17D03,-17D85,-17CC3
-216,-324,-1BC
-17C98,-17C55,-17B7B
-1D1,-E1,-204
-17BD7,-17BF4,-17D60
-156,-42,-C6
-17C55,-17B81,-17A99
-315,-143,-9D
-17B5B,-17A08,-179BF
-242,-58,-1CB
-17C5C,-17BD2,-17C71
-18F,-3E1,-115
-17BAB,-17B26,-17AD6
1AA,1E4,10C
-17848,-17A65,-17A3C
9F,-10C,118
-17957,-178F8,-17A37
-4B,-B1,-66
-17B61,-179F5,-17B00
32,-15,17C
-177F3,-179AE,-17A8F
34,13B,195
-17A3A,-17A90,-179BE
-8D,-1DD,59
-17A0E,-17AE1,-17B95
11F,-132,1DF
-17850,-17A04,-17BCA
50,-12,291
-178DB,-17A80,-179CD
22A,198,19C
-179DA,-1793E,-17945
-75,1CA,1E6
-17971,-179EC,-17AEA
-10C,247,-1D
-1792E,-17A78,-179F0
63,3E,239
-17A20,-17C52,-17BC9
96,-153,25A
-17939,-17B6F,-17864
-90,52,-B9
-179E7,-17BA8,-17B34
-204,26F,91
-17803,-1791B,-17A48
-1C,323,-3B
-17935,-17A49,-17AD1
-322,-1B2,-23B
-17C0F,-17D33,-17DC2
-C4,-75,-5E
-17B37,-17B0C,-17AAE
-1C7,A6,ED
-17B4D,-178F1,-17905
8C,-11A,-186
-17B05,-17B26,-1797B
-5,B2,1EF
-17B5C,-17BFE,-17A1C
-D9,11,13F
-178CA,-17A96,-17B9D
C1,E3,11A
-17A0D,-1797D,-17A07
9D,-F,D2
-17844,-179F9,-178FD
-127,26,4B
-179EF,-17B1B,-178A5
FE,-195,-31
-17924,-17A81,-17A76
-D4,148,158
-178B9,-179CA,-17A53
72,-53,C8
-17A4A,-17967,-17ABD
-10,4F,F6
-17958,-17BCF,-17AF4
5F,-182,212
-1786F,-17AD1,-17958
8F,19D,1B8
-17981,-17992,-17768
-122,16C,10A
-1791D,-17A68,-179B2
-1011,-F95,-ED4
-17BBC,-17847,-1790A
-21,67,-6B
-17B45,-17B13,-17AA6
-25,-8D,-5B
-17A4B,-1791B,-17AAA
CD,8A,9
-17975,-17897,-17B09
83,43,-165
-177D2,-17ABA,-17A34
-11E,-B0,127
-179FA,-17BE0,-17B10
-3F,-12E,-1CC
-17CF1,-17BB4,-17B6D
-3E,-21B,-6D
-17BFC,-17B4C,-17BFB
2F,17,D4
-17B88,-17B2C,-17D40
-1A6,-25A,-1EA
-17AFD,-1797B,-17CF5
-B6,CD,D5
-17B44,-17A25,-17BAC
4B,1E,-A5
-17A61,-17B77,-17A4C
48,-C9,-31
-179D6,-179E8,-17A8B
-CC,170,19F
-1782C,-17993,-17BA6
B4,128,FD
-178F9,-17A52,-178A1
41,10F,176
-17950,-17A4E,-177BA
-8E,-6B,D4
-17871,-1799F,-17B36
A8,50,B
-17B48,-17BEC,-17B07
7,-E2,-34
-17AF8,-17B9F,-17945
-133,-E9,-183
-17BAA,-17886,-17A18
-204,-86,-6C
-17A4F,-17A0F,-178F0
24,275,-EC
-17988,-17A58,-17A88
E,-62,6
-17A5F,-17ABC,-17A37
-108,185,176
-1785E,-17A0B,-1787A
-3E,117,16F
-17B5D,-179F0,-178D8
123,-198,-155
-17A38,-179FB,-177EA
-115,9D,-1E4
-179A6,-17B7E,-17838
E2,6F,-27
-17AFF,-17B41,-17B40
9C,-104,-6A
-179A9,-17BC8,-17AF7
12,-9B,B1
-179AF,-179AE,-17B2C
116,97,-171
-17998,-1799B,-17B3A
-1F4,-A7,35
-17967,-17AA3,-17CD7
79,-11,2A1
-177FC,-178E3,-179F7
8C,7D,F4
-178B2,-177A6,-1789B
220,CF,124
-17780,-17841,-1773F
120,20E,3F6
-17895,-178A2,-178B5
242,130,CA
-17832,-177DE,-177C3
32,278,B0
-176EA,-176CE,-1793D
2CD,2B2,2D9
-17746,-178A5,-176D5
1D3,322,2E4
-179A5,-17927,-178A3
1FF,3D9,353
-17902,-17917,-17985
28B,-2A,259
-178C6,-179FB,-179EC
2E2,226,1F2
-1764F,-177E2,-1773B
1F1,28A,13C
-17954,-1795A,-178C7
118,172,113
-179C8,-179BE,-1790C
B4,255,18E
-1789E,-17A63,-179E8
18A,20C,27D
-17844,-17729,-1764A
9F,21B,1BA
-17794,-1779F,-17721
131,9B,22
-17AD3,-17AA2,-179D0
-36,C5,-9C
-17A64,-178D6,-179D3
1CF,FA,F0
-17778,-17931,-178F0
142,A9,1B4
-176F3,-1784E,-17760
28B,52,348
-17658,-17536,-1780A
26A,1F4,1C0
-1787C,-17862,-17923
2DA,6D,14D
-178C0,-1770A,-177E0
2A5,13F,54
-17880,-179D8,-178FB
300,1D5,CD
-17721,-17887,-179DD
FB,2CB,11C
-17A32,-17965,-179BC
31C,DC,-20
-17816,-177FC,-179C4
132,32C,1C0
-178E6,-17711,-177DF
58,240,206
-1793D,-17708,-1775D
31B,253,25D
-179F1,-1783D,-17881
1DC,2EB,1C5
-178B5,-176E1,-176BD
32B,389,439
-176E7,-17756,-17790
-6A8,-584,-633
-173B7,-17229,-1731F
75D,6AD,952
-17277,-17430,-174BB
6A9,74F,749
-1736E,-171CE,-17349
583,735,620
-173E8,-17421,-1754E
65A,676,566
-17230,-1735D,-17250
66D,708,7A7
-173FD,-173D2,-1720E
755,8C0,829
-172D9,-17365,-172A6
6C2,6D6,798
-174D4,-1728C,-1751F
78C,727,797
-1730A,-173F8,-1752A
8AA,78C,819
-17450,-174AB,-17332
82F,81E,799
-17177,-172E7,-17328
7BC,9CF,940
-17309,-17184,-17322
5E8,796,8E0
-17245,-1743B,-17250
7AD,8D1,81E
-171D5,-172B6,-17262
708,8ED,8A2
-17201,-170C9,-1712C
A5A,98B,991
-172EC,-1720A,-171B3
608,75C,7A5
-17309,-17505,-173EA
518,5CC,6E6
-1726B,-17396,-17545
6A5,834,753
-172A2,-17398,-17354
87B,84A,69A
-1728F,-171DC,-172C4
7CA,741,74D
-171EA,-17376,-171C2
757,6F8,73C
-172CE,-1737E,-1724C
685,81B,55D
-173C8,-173DF,-172AE
746,584,86B
-171EB,-1741B,-172D0
836,790,8B3
-17136,-173EA,-17107
96A,806,825
-170B2,-16FFA,-1724C
92E,8A9,87D
-17362,-171EA,-171BC
743,84E,928
-17433,-1717B,-173DC
7D9,756,696
-172B0,-17475,-173D8
6AF,738,7EC
-17430,-173BC,-173DE
829,6B2,645
-17475,-173F4,-1744C
67C,6DE,5C5
-172F5,-17395,-17344
A2A,928,79D
-171FA,-17314,-171DC
842,798,71E
-1738D,-170EA,-17348
8AF,81E,756
-17256,-17181,-17333
8EF,834,A03
-17179,-16FB2,-171D1
9FB,817,832
-17147,-16F64,-1700D
85D,A45,7E5
-17143,-170F8,-17266
969,A11,9EC
-16F67,-17199,-170D8
A6F,B6C,88B
-170C1,-171B7,-16F79
BAF,A6D,A90
-171B9,-171D4,-172D9
8D7,98D,76C
-1717C,-170C5,-17252
849,ABF,9BC
-17006,-170BA,-1726C
A3C,918,AA8
-1703F,-1707C,-1710D
834,A74,8AC
-171E8,-16FB4,-16F48
7EA,7CB,8DC
-171B5,-17063,-17035
A76,888,893
-17189,-171F1,-170C5
894,979,A36
-17071,-16F45,-170B4
6ED,77D,722
-170F2,-170F8,-17266
88D,862,99A
-171B7,-17190,-1724D
8AC,9E6,857
-172EF,-17275,-17253
764,9A6,8F3
-170E1,-170CF,-172F2
7DE,8AA,9E8
-1719D,-171DF,-170E6
790,98F,B33
-171D7,-170E1,-17036
649,90F,8A3
-16F9F,-1706D,-17119
8D4,8FB,91E
-17163,-17034,-170D2
959,9F9,B07
-16FC4,-17016,-1713C
99C,88A,9A4
-16F4E,-17129,-17145
8CC,959,9C8
-170B0,-17261,-1729B
780,B2D,908
-17256,-17349,-1717F
7AB,819,5A6
-173A1,-17332,-170F1
7D2,83A,913
-171F6,-171F1,-170CC
965,9C3,9C8
-1710A,-170E9,-170A9
8C2,BF4,BB5
-1710F,-1701D,-16ECA
106C,F79,F6A
-16B57,-16CE7,-16D7C
D25,D6B,D69
-16B1E,-16CF5,-16DCA
CDF,E81,DCA
-16D14,-16CD6,-16CC7
E59,F1B,F60
-16AF4,-16BFB,-16CB0
DFC,E49,F7B
-16BE3,-16AA2,-16B9F
F78,10E0,E22
-16A20,-16B16,-16A47
F66,EF3,118A
-16AF9,-16B1A,-167D1
10B7,ECF,E31
-16B2D,-16C20,-16C25
101E,F1D,EC0
-16B7B,-16B06,-16B7D
1044,104C,F11
