{'CALIB_RAW_DAC_START_I': 163840, 'CALIB_RAW_FILETYPE': 'CALIB_RAW_FILETYPE_LIMP', 'CALIB_RAW_DAC_A_INDEX': 0, 'CALIB_RAW_SERIAL': '20190606_02', 'CALIB_RAW_VERSION': '1.0'}
EFBFD,EFBCA,EFC9C
EE00B,EDE8F,EE053
105BEE,105C97,105B09
EE168,EE09B,EE0CE
1058C8,105BD3,105A0C
EE0CE,EE171,EE033
105D36,105BBE,105C52
EE244,EE09B,EE1DF
105B34,105B30,105B86
EDFAC,EE16A,EE15F
105CF8,105C93,105B55
EE351,EE1BB,EE508
105BAD,105B3E,105DF7
EE103,EE36E,EE3A6
105C24,105C1C,105D03
EE2DD,EE1DE,EE17C
105B9D,105C65,105C17
EE296,EE21D,EE1FA
105D0A,105D35,105D80
EE360,EE328,EE39A
105E3F,105CDC,105F40
EE4EA,EE4C3,EE3BC
105E6C,105E8A,105D5B
EE44E,EE3DB,EE2FC
105E31,106030,105E30
EE381,EE40C,EE5BF
105E68,105E61,105CEF
EE27A,EE4AE,EE48E
105E50,105E32,105F49
EE574,EE350,EE3B5
105E6D,106035,105F4E
EE3AA,EE3E9,EE32E
105F49,105D3F,105F24
EE319,EE1FE,EE253
105FB6,105E54,105BB8
EE2E6,EE498,EE491
105D80,105F56,105D53
EE3D7,EE22E,EE3EC
105CFA,105D0D,105FB0
EE2DB,EE40A,EE5DE
105EE4,105E6D,105F91
EE438,EE69D,EE4EE
106081,1060B5,1060C0
EE5C3,EE55F,EE424
105FC8,106054,1060C4
EE738,EE87F,EE733
106272,1060FA,10613B
EE72D,EE4A1,EE711
106226,105F15,105F1B
EE699,EE750,EE6D3
106E60,106E51,106EEC
EB026,EAF89,EAFFF
10290D,1028CF,1027FB
EAF94,EAF2B,EAF13
102898,102B3C,102A6A
EAF1C,EAD8D,EAFB4
1028CD,1028DD,1028EE
EAD46,EAEDA,EAFA2
1029D7,1028E8,102A1B
EAD84,EB06E,EAEA9
102927,102B2C,102AB2
EAE53,EABE7,EB011
1027DE,102934,102933
EADC7,EAF25,EAF9A
1028F3,10287C,102917
EB0E4,EADEE,EB1FC
102A03,102C2E,102BE5
EAFCD,EAEA4,EAF98
102904,102887,102927
EAF1A,EAEE3,EAF96
102A53,102971,102935
EB0BD,EB019,EB026
102CD3,102A9B,10292C
EAF1C,EAFEE,EB0A6
1029D2,102F0B,102B22
EB141,EB181,EB0BE
102BE1,102AA9,10294D
EB078,EAFDD,EB033
102C53,102A43,102B6D
EAFE0,EB204,EAF7D
102B1F,102C6C,102B2A
EB131,EB02E,EB17B
102BB7,102C2F,102AE6
EB13F,EB20A,EB266
102C1C,102CC9,102EAE
EB120,EB0FC,EB1FE
102C93,102BAD,102ACD
EB160,EB16A,EB1E5
102B1C,102C63,102BF4
EB1DA,EB1DC,EB38B
102B99,102C88,102DAD
EB28B,EB4FF,EB22F
102C7D,102E28,102DF3
EB1EA,EB34D,EB41D
102C85,102DEA,102DE3
EB265,EB202,EB128
102D39,102C0C,102D4A
EB1A0,EB3DE,EB36B
102FD5,102FEE,102EFC
EB481,EB35A,EB475
102DB7,102CD0,102FE5
EB34F,EB588,EB428
102DB9,102DC3,102E9E
EB355,EB3D7,EB40B
102E18,102F21,102E80
EB424,EB3A5,EB534
102DAD,102F84,102E8B
EB445,EB488,EB51B
102FDF,10301B,103051
EB56B,EB47D,EB513
102EE4,102E69,102E82
EB50C,EB5A8,EB47F
102E6C,103052,10307A
EB388,EB4A1,EB56C
102EC0,102CD3,102E45
EB196,EB289,EB343
102C57,102BAA,102B45
EB337,EB1EB,EB295
102A07,102C5C,102A91
EB206,EB280,EB158
102C89,102AA6,102B79
EB23F,EAEB0,EB028
102C36,102C4F,102E9C
EB22C,EB40A,EB1EB
102B56,102D49,102D03
EB2D9,EB32F,EB21F
102C71,102C57,102D35
EB341,EB261,EB38B
102CDF,102D15,102C7B
EB35E,EB45D,EB420
102DAF,102ECF,102DAD
EB376,EB226,EB23F
102D3A,102EBA,102D61
EB2E2,EB49A,EB204
102C25,102C23,102DEF
EB2F7,EB2F8,EB242
102CEC,102E60,102D79
EB403,EB1EA,EB3B3
102E38,102D35,102D76
EB35F,EB469,EB49E
102DEA,103175,102EDC
EB3F7,EB28B,EB5BA
102E20,102E18,102F88
EB312,EB3ED,EB3DF
102FB0,102F62,102F0E
EB3CF,EB232,EB4C5
103094,103083,103000
EB558,EB83B,EB59C
103097,102EE4,1030FD
EB4E9,EB4C7,EB2D6
102FCD,102F23,102FFD
EB6D5,EB672,EB4FD
102F71,102E0F,102E8A
EB562,EB60C,EB46D
102FEB,103149,102ED3
EB64F,EB5F6,EB5C1
102F3D,102FF2,102EC4
EB58F,EB4D2,EB4FC
1030C5,103150,102F9C
EB679,EB54C,EB64E
102FE8,102F5F,102E75
EB56A,EB4F5,EB4DB
1030CA,10311A,103179
EB5B8,EB663,EB62C
103049,102FA6,102F8C
EB6A4,EB5BC,EB3C0
102FAB,102FDF,10319A
EB600,EB7A0,EB608
10303B,102FB3,102FE7
EB501,EB571,EB53D
103254,1030B2,1031A1
EB733,EB63B,EB5FA
10317C,1030BD,103159
EB7F2,EB761,EB625
103014,103129,10315F
EB6B0,EB5BD,EB64E
103138,10318B,10316A
EB748,EB7DB,EB98A
1021DD,1021A3,102271
EB876,EB76A,EB85C
1032C2,103296,102FE6
EB899,EB85B,EB7AE
10301A,103300,103103
EB7B6,EB755,EB82E
102FBA,1030AE,1031F8
EB919,EB7BF,EB777
10331F,103457,10307F
EB882,EB995,EB887
103150,10311C,10327F
EB648,EB714,EB9DD
1031B9,1032EE,1032B2
EB806,EB8C8,EB821
103307,103302,10346D
EB917,EB5FE,EB74F
10337C,10332E,103422
EB861,EB9CA,EB7FA
1034B5,10344A,103386
EBB0B,EB922,EB91F
10325C,103347,103306
EB8B3,EBA04,EB8C5
103243,1032C9,10331E
EB90D,EBA64,EB69C
1033B6,103395,10327D
EB9A0,EB87F,EB8B5
103131,1032AD,10323A
EB8DF,EB7B4,EB7AD
103272,1032F4,10332A
EB946,EB8CE,EB964
103305,10345B,10325F
EBA70,EB716,EB8C0
1031D1,1034BC,103408
EBB76,EBAA5,EBABC
1033E7,103291,1033EE
EBA8D,EBBA1,EB927
1034F7,103420,103466
EBC1F,EB9B2,EBA0C
10364A,1035E7,10360E
EBC5B,EBA22,EBB6C
10345F,103554,1036DA
EBB63,EBA3D,EBA7F
1035A1,103393,10357D
EBB0C,EBBA8,EBA65
1035EA,10383B,103778
EBC58,EBBB0,EB9F6
1036EF,1033ED,103674
EBA46,EBBE8,EBAC4
1036A9,1035AA,1034F6
EBCB0,EBB39,EBB94
103692,10344A,1038C1
EBDA2,EBD81,EBBCF
10366A,103543,103638
EBBB6,EBAC1,EBA77
103667,103688,10352B
EBD7F,EBD07,EBC34
10373F,1037CB,1036B9
EBC88,EBC40,EBB4E
10340F,1036F8,103543
EBC90,EBBCA,EBC2A
103759,1038A1,10361E
EBC6C,EBB6E,EBB23
1036C8,103758,10389E
EBC68,EBBC2,EBCD9
1036E9,103774,1036B5
EB9D4,EB998,EB868
103531,1033A6,1033A5
EB90B,EB8E2,EB965
10352A,10337F,10345D
EBB57,EBAE6,EB8AC
10332B,1033B6,1033FA
EB841,EB956,EB987
1033B8,103390,10378E
EB846,EBAE5,EB9C7
1035F2,1034D2,1035D4
EBBE7,EBA73,EB8E1
10348B,1035C6,103481
EBB05,EBB2A,EBB9C
103588,103572,103356
EBA76,EB9DB,EBBC4
10366A,103717,10372D
EBB18,EBB5F,EBD02
1035B6,103670,1036A3
EBA48,EB9C0,EBBD9
10355F,103508,103538
EBAD4,EBBE7,EBB49
10347D,1034E3,10351A
EBAAB,EBC56,EBB13
10380A,1036DC,10364C
EBCD5,EBB30,EBD4B
10374E,1035EB,1036F2
EBC27,EBD2F,EBB0D
10375B,1036E4,1034F2
EBD1C,EBDF3,EBE47
103738,103641,1035CF
EBB1D,EBD29,EBCCE
1035F0,1035BD,103726
EBEB8,EBD15,EBEB7
10377F,10381A,103776
EBF92,EBCAB,EBD52
103724,103836,103810
EBE64,EC00E,EBDDD
1036F9,103825,103829
EBD29,EBD61,EBD59
1037E6,103A76,103936
EBE28,EBD50,EBEDC
103944,103933,1038EF
EBF8B,EBFE4,EBFA7
103993,103994,10394D
EBDD8,EBE92,EBD90
1039E6,103980,103987
EBEE2,EC0C6,EBEB8
1039E9,103C74,103A3A
EC0BC,EBFD7,EBF8E
103ACE,10394F,103B97
EBEC1,EC18D,EC0CD
103A3B,103AB3,103B01
EBEF1,EBFE7,EBFD9
103AB0,1038BB,103A06
EBF3D,EBF3E,EBD69
1039EA,103AED,1039B1
EBE00,EBF5E,EBEE6
103904,103A14,1038EC
EBF5A,EBE29,EBEF3
1039A6,1039CC,103A69
EBDEB,EBF04,EBFCB
103901,103A5C,103BA9
EBFB6,EBEC8,EC082
101A4F,101AA0,101A74
EC0FE,EC035,EC057
103991,103C06,103974
EBF8A,EBFCE,EC018
103C28,1039BB,103C6B
EC188,EC05A,EC081
103918,1039FD,103BF3
EBF71,EBFD7,EC105
103B36,103A9F,103A35
EBFB9,EC045,EC17B
103AED,103ACC,103A1B
EBF72,EBF70,EC10E
103B51,103BE0,103B09
EBE92,EBF0A,EC107
103B26,103A77,103A59
EC12D,EC09F,EC162
103C5F,103CF8,103B5A
EC07B,EC014,EC08C
1038CE,103BB1,103AA0
EC078,EBFF4,EC08C
103B13,103D1E,103BAC
EBFE6,EC161,EC140
103AF7,103BA3,103B5F
EC1AC,EBE2B,EC065
103BC1,103E23,103B86
EC210,EC1DA,EC1BB
103BE1,103B54,103A64
EC253,EC429,EC2D6
103C5B,103C81,103D69
EC1E6,EC40A,EC212
103E09,103DE3,103F6E
EC007,EC16F,EC028
103C96,103DD5,103B85
EC3B3,EC3BC,EC25F
103BCB,103C8A,103C90
EC3FF,EC35C,EC324
103D1D,103DBA,103D40
EC2DF,EC26C,EC2F0
103CFD,10400E,104080
EC393,EC2EC,EC26A
103ECF,103EEA,103E5D
EC344,EC4D3,EC492
103DA1,103F22,103D8E
EC407,EC434,EC2AF
103EAD,103C56,103DA1
EC250,EC278,EC30A
103CBE,103DBD,103D85
EC433,EC390,EC1E1
103ED9,10400E,103F56
EC398,EC2F3,EC2E2
10408D,103E17,103DB6
EC576,EC5F6,EC5E3
103D5E,103EF3,103F95
EC4D2,EC430,EC50C
103E51,104105,104130
EC63D,EC5A5,EC4C9
1040A3,103F32,1040BF
EC4AC,EC40B,EC71C
103EF4,103F3D,103F57
EC4BB,EC693,EC622
104245,104101,103EDD
EC500,EC4EC,EC6CC
103F56,103FAC,103F1F
EC5D2,EC5F3,EC59F
103FB1,103E78,103F3B
EC307,EC137,EC1D9
103E12,103C56,103AEB
EC1D2,EC2FD,EC292
103C9B,103B24,103CF2
EC317,EC0F5,EC0CC
103DE4,103C21,103D6A
EC1AC,EC327,EC21C
103CCE,103CF0,103D80
EC1F5,EC1B7,EC416
103CAF,103BE3,103C8E
EC248,EC177,EC2B9
103CD2,103CF1,103D0C
EC0E4,EC2A9,EC2A4
103DCD,103D26,103E5C
EC42C,EC44B,EC40C
103E50,103F25,103FEC
EC36A,EC549,EC231
103E0A,103FF0,103EBB
EC215,EC371,EC39F
103D4D,103DEC,103DAF
EC3D5,EC510,EC368
103D1B,103D2F,103E7F
EC3DF,EC4E2,EC4E4
103E9D,103D9F,103D92
EC574,EC424,EC422
103D8C,10404E,10404C
EC5F4,EC4E0,EC42A
10403A,103F67,103E14
EC4D3,EC51C,EC431
103D11,103F88,103F42
EC52F,EC43D,EC541
104088,103BF8,103D1C
EC4A0,EC575,EC55E
104049,1041F8,103FDA
EC6D8,EC6D4,EC4F9
103FC0,103F34,104064
EC697,EC40B,EC496
104031,103EAB,103EC8
EC490,EC45D,EC606
10406C,1040D2,103F8C
EC4E6,EC579,EC62A
103FD0,1041BB,104195
EC6A8,EC5B2,EC524
103F66,10421B,10405D
EC6EC,EC573,EC522
1040E0,1040C1,104133
EC6AF,EC867,EC4F2
104372,104108,104147
EC6E2,EC5D2,EC686
104321,1040A0,1041BF
EC7AD,EC68C,EC7E2
1042E7,10404F,104209
EC6DA,EC52D,EC705
10403B,104221,104030
EC5EB,EC713,EC67C
10417A,104283,10429E
EC698,EC8F4,EC687
104283,103EC9,1041B9
EC72E,EC797,EC657
1041E4,10428E,1042B1
EC7B6,EC8F5,EC761
103F18,103FE0,10417E
EC4D6,EC538,EC7A5
10329B,1031CC,1032B7
EC6E5,EC7E0,EC6E7
104122,1042AF,104132
ECA03,EC740,EC7B3
104320,1042AD,10441D
EC859,EC909,EC8A3
104387,104106,104239
EC89A,EC7CF,EC80D
10424A,10428F,104379
EC8EC,ECA64,ECA74
1042A7,104330,104299
EC96A,EC640,EC896
1044AA,1042C0,104395
EC9BB,ECB39,EC8DC
104249,104332,104396
ECA0E,EC989,EC8B8
104447,10451E,1044CE
EC9FB,ECA42,EC8D7
10430A,104237,1042E8
EC8A7,EC9CA,EC8FF
104406,104506,104565
ECA81,EC8CA,EC832
1044A1,10428B,104288
EC959,ECA2D,ECA12
10435D,10459E,1043CE
ECB15,ECA39,ECA7B
1044A0,1044DE,104583
EC7C0,EC918,ECB1C
1047D8,1044D0,10443E
ECA3B,ECA34,ECA01
104396,104358,104370
ECA41,EC98C,EC931
10443A,1043EB,1044DC
ECAAC,EC7F6,ECB6E
104547,104860,104466
ECAB0,EC9E0,ECAB1
1044B8,10452C,104588
ECAF5,EC8C6,EC9D4
104489,104468,104462
EC9B7,EC9A4,EC87C
10458A,1044C3,104560
ECAF8,ECB18,ECC50
10433B,104269,104481
EC923,ECA40,ECA36
10455B,10456C,1044A0
ECA2D,ECB38,EC928
10459B,10447F,1044E1
ECAA7,ECB13,ECB78
104776,1047F0,104758
ECBBF,ECA7F,ECB54
104569,1046A2,10458D
ECDB0,EC9FF,ECA76
10474F,104803,1045A1
ECB41,ECC42,ECC4F
1044E8,10478E,10464E
ECC9C,ECFBC,ECC07
104A85,1047C1,1046E9
ECCDC,ECDE4,ECF6D
1046D1,1046C9,104895
ECF24,ECE06,ECCAD
10460D,104676,1047B3
ECC1A,ECBDE,ECC59
1046C8,104796,104790
ECE2B,ECF08,ECC20
104662,104867,1047E2
ECC6C,ECA5E,ECAF1
10450B,1044BC,104563
ECB78,ECB18,ECA66
104678,104498,10456C
ECBAF,ECC22,EC9E0
104448,1044F4,104706
EC8F7,ECA72,EC8ED
10462D,104797,1045DA
ECAC0,ECA41,ECC60
104604,104595,1045FE
ECAC7,ECB7C,ECB15
1045DB,104680,1046A8
ECB36,ECB77,ECAF2
104725,104595,104564
ECBC7,ECA59,ECA9B
104858,1046D9,10483F
ECB93,ECAE9,EC9A3
104566,10465C,1043DE
ECB89,ECB55,ECB14
104675,10459D,1045C8
ECB75,ECBCA,ECDDF
1046BE,104490,1044E8
ECB04,ECD24,ECB40
10462F,1044C6,104597
ECC34,ECB3C,ECB21
1047E2,1047AB,104641
ECCB2,ECC97,ECC0C
104660,1047DE,1047EF
ECD42,ECE31,ECC7A
104780,104548,1045CC
ECCA3,ECD3B,ECC90
1047B1,10459A,10473A
ECC7C,ECE73,ECD4F
1047B3,104767,10479A
ECF07,ECD4F,ECE52
10487C,10488A,104A25
ECF51,ECD88,ECDFC
1049D7,1048B4,1048E7
ECE27,ECC84,ECDB0
104859,1048DA,104A72
ECE8A,ED0C1,ECD56
1047B7,1048ED,104933
ECF11,ECE12,ED078
1047F2,1048F7,1048A3
ECE68,ECD79,ECE83
1048E0,10498D,104A73
ECE4C,ECE59,ECE58
104A15,104989,104BEF
ECD52,ED068,ECEE0
1049B9,104880,104A86
ED036,ECECC,ECFC3
104968,104954,104A9A
ED050,ECF37,ECF81
1049ED,104889,10491B
ECFC3,ECE9F,ECF16
104CD2,104B04,104BD7
ECE49,ED13D,ECFA2
1048D0,1049DA,1049C0
ED0C3,ECFCF,ECFD3
104A1D,104B71,104BBA
ECF65,ED0EA,ECF5E
104937,104BE2,104A83
ECF8B,ED1BB,ED0C1
103650,103799,10378D
EC419,EC441,EC1D4
103CD1,103D1F,103E57
EC521,EC766,EC4D7
1040DB,103F2B,10404C
EC66A,EC443,EC589
103F52,103F6C,103E77
EC47C,EC3BA,EC5E1
103FFF,103EF3,103E1D
EC306,EC5F3,EC461
103EFB,103F95,103FC7
EC4B9,EC5A1,EC66B
104004,103EF9,104012
EC411,EC2FE,EC464
103FFE,103F86,103F6E
EC475,EC530,EC4F6
103EED,10400C,103F8A
EC4A3,EC4CB,EC57E
103ECB,103EED,103E75
EC4FC,EC53E,EC617
103EE5,103E0F,1040A5
EC329,EC48D,EC502
103F16,103E37,103E87
EC533,EC498,EC372
10419B,1040E5,103EAB
EC508,EC596,EC3F3
103F4C,103F66,103FA4
EC408,EC6BE,EC545
104160,1040F5,10413C
EC6C9,EC3F2,EC722
104222,10422E,103FA4
EC6C9,EC694,EC681
103ECA,104092,104046
EC6E7,EC65C,EC761
10424C,104231,104241
EC6DD,EC895,EC761
10416C,104017,10431D
EC722,EC8AF,EC615
10424C,10428C,1042F8
EC686,EC6FB,EC6A0
1041E6,104381,104130
EC81D,EC650,EC59F
10414E,104279,104318
EC774,EC849,EC6A4
10430A,10422A,10406E
EC830,EC786,EC7DA
1041A3,104264,104211
EC928,EC713,EC835
104330,10424C,104350
EC92C,EC6ED,EC860
104043,10419C,104333
EC97A,EC75F,EC84B
1041AC,1042C7,104275
EC8E5,EC8B9,EC833
1041CD,104277,1044A3
EC9A5,EC634,EC5FD
10424E,1041A0,1041EC
EC7C7,EC76E,EC6E9
104367,104237,10429A
EC8C5,EC764,ECA20
1043A5,1043D9,104315
EC99A,EC8E2,EC74A
1042C1,10428C,104335
EC82D,ECAE0,EC9D8
1040E9,10421C,10424E
EC579,EC4BB,EC547
103E7B,104095,103F10
EC4CE,EC4A0,EC424
103F0B,103F52,103F56
EC44F,EC4EB,EC226
10418D,1040EA,103F18
EC617,EC667,EC5E0
104110,104079,103F86
EC646,EC58C,EC69D
104186,103FC7,104024
EC621,EC602,EC641
10420F,1042B8,1042D8
EC7C8,EC6F2,EC6DC
1040F0,104028,104154
EC525,EC602,EC86C
10426A,104188,104200
EC61F,EC726,EC5BB
10407B,104150,10408C
EC6D8,EC522,EC655
1041C9,103EE9,1042A1
EC7AE,EC6AF,EC7D9
1040AA,104185,1041FD
EC7BB,EC4EA,EC7F0
1040B4,10420E,10419B
EC5E6,EC760,EC8B5
1041D7,10413B,103FD4
EC6A6,EC8B6,EC732
1041F0,104136,10426E
EC650,EC70E,EC6EB
103F49,10436A,10422D
EC787,EC786,EC7D4
104175,1041F0,1041DF
EC7A6,EC9F5,EC8C9
10435C,10434F,104438
EC95E,EC819,EC906
1044FC,1042AC,1044CC
ECA70,EC9B3,ECB09
1045CA,104424,104192
ECA7F,ECA0F,ECA88
1043E8,1044B1,104427
ECBA2,ECB05,EC8F6
104548,104262,10456F
ECAE5,ECB50,EC8C3
10451B,10435F,10438B
EC901,ECBCC,EC9D0
1043A1,1046E9,10456C
ECA3D,ECA8C,ECB5E
1045F4,10447A,104549
ECAB7,ECA8A,ECB50
10456D,104527,10452D
ECAC4,ECB15,ECCF3
104546,10435B,1044EE
EC9D5,ECAC1,ECBE4
104478,1046CE,10459D
ECA21,ECA76,ECBA3
104677,1045E0,10457B
ECB73,ECAF5,ECAAC
10444E,104396,104553
ECB39,EC95E,EC9F4
1045CD,1046BD,1046C6
ECD03,ECAF2,ECB0B
1045EE,104659,1046E7
ECA96,EC99A,EC9BD
103629,10357F,1035BE
ECBA0,ECB3D,ECB7C
104394,104470,1044A7
ECA78,ECB89,ECAE1
10433F,1044BA,104449
EC9C6,ECC67,ECA3B
104548,1044BC,104415
ECA00,EC9C6,ECA00
10471B,1044D2,10443E
ECA9A,ECB33,ECB3B
104438,1044B5,1045F0
ECB61,ECC69,ECC36
1044D3,104452,10462F
ECD35,EC9C1,ECA10
104402,104321,104811
ECC81,ECB1C,ECAD2
1046F7,104646,1046D3
ECBB6,EC9EC,ECBC7
1046D8,10491B,104724
ECD86,ECC03,ECC31
1047C7,10483E,1048C3
ECC2C,ECC14,ECD3E
10466F,104611,104812
ECC8F,ECC9B,ECB7E
104735,104722,104754
ECDA5,ECC4D,ECDF6
1046D4,10474A,1047C5
ECEA0,ECBBB,ECC37
10484A,1046E8,1047E7
ECF28,ECDA0,ECE6D
104858,1048AE,1047D2
ECEF2,ECE21,ECEE5
1048AC,1047E5,104786
ECF08,ECF19,ECE4E
104894,1048ED,104941
ED000,ECDE1,ECDEC
104A1F,1049D3,1049F2
ECEB7,ED0A6,ECFDA
104908,10490D,104939
ECEAE,ECED2,ECDBD
104B57,10492D,104918
ECFD4,ECFDC,ECFA5
104A27,104A93,104ADB
ECE78,ED035,ECF43
104C7F,1049E4,104B83
ED12F,ED103,ED1DC
104AFC,104BA6,104B37
ECFC7,ECF91,ED1C0
104B4D,104CCA,104BE5
ED107,ECF1B,ED0E3
104B75,104BB5,104B44
ECFC1,ED0D6,ECEFC
104C4D,104D78,104B6F
ED178,ED24C,ED1E6
104972,104B28,104C94
ECF58,ED16B,ED0C1
104B79,104BE8,104A64
ED0B6,ED06D,ED045
104B09,104999,104ACA
ED1F3,ED214,ED002
104B34,104A8F,104E08
ED121,ED128,ED125
104C68,104B11,104C56
ED12B,ED189,ED062
104C52,104B3A,104B31
ECD4B,ECDCB,ECC77
1047FF,1048F3,10498E
ECEA5,ECE11,ECDF8
1047BF,10471F,104756
ECF78,ECFBC,ECED5
1048A7,1048A9,10491F
ECF16,ECE0B,ECD6B
1047A9,104853,1049A3
ECD69,ECE88,ECF3E
10498F,104957,10491E
ECF4D,ECD37,ECEE2
104A2A,104A00,1049E4
ECF9C,ECDD5,ED0C8
104926,10492B,1049A6
ECEF8,ECF6B,ECE97
104AE1,104B06,104B72
ECEF3,ECFD1,ECD7E
1049CC,104997,1049A0
ED085,ECE8C,ECF66
1049C9,104B5A,1048C8
ECF57,ECED9,ECF1D
104A64,104A7B,10498A
ED035,ECEC5,ECFE9
1049B0,104C4B,104BED
ECF9C,ECF4E,ECFE9
104A36,104A18,10489A
ECF16,ECCBB,ECE5F
10479F,104A90,104858
ED11C,ED05F,ECE1D
10493B,104A2E,1049DD
ED0D7,ED111,ECF2E
1049C6,104AE9,104A5E
ECFF9,ECF2E,ED148
104B53,104A43,104B25
ED07A,ED1BA,ED103
104A75,104C9A,104A84
ED1CD,ED1B0,ED123
104B84,104C73,104BCE
ED226,ED0EF,ECF6F
104C62,104BA9,104A53
ED06E,ECF60,ECF90
104C16,104CBA,104B7D
ED16F,ED175,ED3EB
104CFA,104BBD,104C53
ED06E,ED030,ED070
104D8A,104C23,104C4C
ED437,ED318,ED223
104BBE,104D82,104C09
ED2C0,ED2D3,ED076
104B20,104A83,1049D2
ED0CA,ED23D,ED2FB
104B41,104C05,104B1E
ECFAF,ECF16,ED127
1049AE,104BB6,104D07
ED207,ED248,ED2C4
104DF3,104C1D,104E10
ED2D1,ED24F,ED391
104DC9,104C66,104C4A
ED54A,ED4CF,ED2F2
104CC5,104EFB,104CFE
ED46E,ED2B0,ED4A0
104DE2,104D2A,104E5D
ED220,ED390,ED3C7
103031,1030AA,1032B4
ED35E,ED3F0,ED4D7
104D67,104C10,104D9C
ED519,ED3A6,ED2D1
104EC1,104E74,104F1E
ED32B,ED296,ED301
104D2C,104E6F,104F1E
ED583,ED48D,ED2D8
1050EC,104D54,104D99
ED4BD,ED47B,ED51C
104F2A,104C0B,104E8D
ED4EF,ED448,ED29E
104CEA,104E06,104E29
ED4AF,ED3D1,ED584
104E51,104E81,104E0D
ED5AB,ED591,ED4FB
104F90,10507A,104FAE
ED483,ED4B8,ED403
104EA9,104E7E,104F3C
ED565,ED4FB,ED526
104F87,10507D,104EC4
ED526,ED45B,ED5BD
104E47,104F3B,1050F5
ED38C,ED429,ED4AB
104EF3,104EDE,104F92
ED3F2,ED42A,ED5D7
1050B5,104F72,104F07
ED4E1,ED52A,ED3FC
104E9C,104EAB,104F4C
ED42E,ED548,ED4C3
10500E,10503C,104E97
ED4DF,ED56F,ED483
104FDA,105069,104F48
ED67B,ED70B,ED550
104FA5,105156,1050FE
ED71E,ED577,ED680
105062,105176,105098
ED5B0,ED51E,ED732
10509D,105135,10515F
ED54C,ED594,ED445
1051A1,105212,105126
ED659,ED68B,ED772
104F8D,105001,104FC1
ED700,ED84F,ED62D
1052DF,1051D3,105291
ED649,ED6CF,ED68C
10516C,105260,105120
ED86D,ED67B,ED7A3
10526C,105383,105136
ED6C9,ED7EE,ED7D3
1052B3,1052D8,1051E8
ED882,ED606,ED906
105129,1052EA,105472
ED8F7,ED858,ED96F
1051C2,1051AA,105265
ED7EA,ED887,ED86A
105186,105133,1053BC
ED8BA,ED830,ED7E1
105253,105190,105257
ED995,ED73E,ED77D
10518B,105363,105471
ED839,ED80D,ED77D
10520B,10537F,1052F9
ED832,ED9D3,ED7D9
10517F,10523C,105256
ED5B5,ED5BE,ED659
104F3C,104FED,104EDC
ED6A6,ED548,ED558
104E36,104E08,104F4C
ED5CD,ED55B,ED3E8
104FFF,10505A,104F4D
ED58F,ED696,ED6B3
1050B9,1050E2,104F67
ED71F,ED3CB,ED545
104FFD,10512A,105047
ED555,ED4F3,ED5DE
1051F3,105122,10509B
ED64D,ED402,ED519
104F96,104FBD,104F2E
ED518,ED488,ED4FD
105119,105129,1050EB
ED4BF,ED429,ED46C
1050FC,105198,10526F
ED524,ED60D,ED602
104FC9,10518F,105173
ED89C,ED890,ED394
1052E9,105246,1051D0
ED683,ED6F3,ED7B1
1050C0,104F5D,105244
ED6E6,ED812,ED676
1053A3,105015,10524B
ED7B4,ED553,ED672
10514A,10525A,105340
ED7DF,ED696,ED748
105261,1052E9,105241
ED73B,ED826,ED6D7
1051EA,10508D,1050E4
EDB33,ED845,ED8D2
1052E1,1051DD,1053C6
ED8DE,EDA5E,EDA1F
105687,105491,105465
EDA7D,EDB7D,ED88E
10541F,1053DB,1054A0
EDBA7,EDACC,ED92E
1056E7,1054D2,10548C
EDABE,EDA81,ED8FA
10531F,105463,1053C3
EDBC1,ED7D5,ED941
1054EC,1054E9,10542C
ED8F7,ED810,ED9BE
10529D,105459,10554E
EDA71,ED95E,ED8E8
1054B6,1053CE,10553E
ED886,ED8E5,ED94F
10544E,10545F,1053CE
EDA7E,EDA2A,ED9D1
105544,10543A,1052D4
ED96F,ED991,ED97A
10535D,105470,10530F
EDB3F,ED9D0,ED9E3
1054C9,105579,105563
EDA9E,EDADA,ED9B5
105462,1054BD,105651
EDB94,EDAD5,ED995
105640,1055C5,1056F7
EDAC2,EDBAF,EDAA2
10542E,105676,1054F3
EDA48,EDA8B,EDB47
104628,10474F,104825
EDC64,EDAD6,EDB30
1054FF,1054B8,10569E
EDCF9,ED9E9,EDCD7
105767,105636,105734
EDD21,EDC58,EDC2A
1054C8,10556F,1055F2
ED967,EDCF3,EDC1C
10581F,105617,105598
EDC3E,EDACB,EDC90
10570D,10570A,105557
EDD55,EDDF6,EDC8C
10576F,10565A,10571D
EDBB1,EDA59,EDD40
10557A,105584,1057D2
EDD25,EDB86,EDCFE
1057ED,1057E6,1058C8
EDC70,EDE87,EDC5F
1059B6,1058A5,1057E4
EDDFB,EDE1C,EDE75
105869,105954,105601
EDD42,EDE05,EDD88
10592B,10598B,10599A
EDEAB,EDF35,EDE13
1059FF,105AE3,105A13
EDFD9,EDEF5,EDDF5
105752,10581D,105827
EDD7C,EDEE4,EDF17
105880,105668,10573C
EDD28,EDF79,EDD98
1058ED,105AC3,10597A
EDCF6,EDD8B,EDD21
105664,10592D,1057EB
EDF25,EDEC3,EDFE7
105985,105A76,105808
